phase120_row_id,composition,yield_strength_mpa,dominant_non_fe_element,alloy_family_key,composition_hash16,element_count,non_fe_fraction,transition_fraction,light_fraction,refractory_fraction,entropy_fraction,frac_Fe,frac_C,frac_Mn,frac_Si,frac_Cr,frac_Ni,frac_Mo,frac_V,frac_N,frac_Nb,frac_Co,frac_W,frac_Al,frac_Ti
MBSTEEL-0058,Fe0.678C0.000464Mn0.000102Si0.000199Cr0.0873Ni0.114Mo0.000116V0.000110Nb0.0000600Co0.0992Al0.00806Ti0.0129,1768.000000000,Ni,Co+Cr+Ni,ca737ca8005a46b7,12,0.322346281,0.978212134,0.008718545,0.013179265,1.056900469,0.677653719,0.000463763,0.000101948,0.000198898,0.087255412,0.113941776,0.000115941,0.000109944,0.000000000,0.000059969,0.099149335,0.000000000,0.008055883,0.012893411
MBSTEEL-0059,Fe0.678C0.00421Mn0.00645Si0.00741Cr0.133Ni0.0000958Mo0.0233V0.000110N0.00161Nb0.0000605Co0.145Al0.000625,1131.900000000,Co,Co+Cr+Mo,aab74335c1f26c19,12,0.321912730,0.962779710,0.013856783,0.023473521,1.008731947,0.678087270,0.004210542,0.006450830,0.007410954,0.133017119,0.000095812,0.023302999,0.000110014,0.001610207,0.000060508,0.145018664,0.000000000,0.000625080,0.000000000
MBSTEEL-0060,Fe0.679C0.00705Mn0.000103Si0.000201Cr0.153Ni0.00135Mo0.0282V0.00233Nb0.0000608Co0.128Al0.000628,1341.700000000,Cr,Co+Cr+Mo,117a656911accdd9,11,0.320947577,0.963857410,0.007879608,0.030593162,0.979707098,0.679052423,0.007050544,0.000103008,0.000201016,0.153011813,0.001350104,0.028202177,0.002330180,0.000000000,0.000060805,0.128009882,0.000000000,0.000628048,0.000000000
MBSTEEL-0061,Fe0.680Mn0.000102Si0.000199Cr0.127Ni0.0976Mo0.00856V0.000110Nb0.0000601Co0.0709Al0.00891Ti0.00654,1586.700000000,Cr,Co+Cr+Ni,5e401c44312ed31b,11,0.319987148,0.975730441,0.009109172,0.015270389,1.058990554,0.680012852,0.000000000,0.000102002,0.000199004,0.127002400,0.097601845,0.008560162,0.000110002,0.000000000,0.000060101,0.070901340,0.000000000,0.008910168,0.006540124
MBSTEEL-0062,Fe0.680Mn0.000104Si0.000204Cr0.111Ni0.0680Mo0.0327V0.000112N0.000408Nb0.0000616Co0.106Al0.000636,1373.900000000,Cr,Co+Cr+Mo+Ni,f193e59728e50c10,11,0.319473000,0.965964043,0.001248967,0.032899077,1.051006675,0.680527000,0.000000000,0.000104081,0.000204158,0.111086025,0.068052700,0.032725343,0.000112087,0.000408316,0.000061648,0.106082150,0.000000000,0.000636493,0.000000000
MBSTEEL-0063,Fe0.681C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.181Mo0.0293V0.00439Nb0.0000618Co0.0847Al0.0108Ti0.00779,1164.400000000,Ni,Co+Mo+Ni,7631f2e0eb4a1f0c,12,0.318957639,0.951363175,0.011482714,0.041544384,1.002037813,0.681042361,0.000478030,0.000104006,0.000204013,0.000110007,0.181011259,0.029301823,0.004390273,0.000000000,0.000061804,0.084705269,0.000000000,0.010800672,0.007790485
MBSTEEL-0064,Fe0.681C0.00744Mn0.000102Si0.000199Cr0.154Ni0.0000952Mo0.0175V0.0106N0.00120Nb0.0000601Co0.126Al0.00104,1240.200000000,Cr,Co+Cr,831f427bd4461f8d,12,0.318479523,0.972539929,0.009886550,0.028181622,0.985503628,0.681520477,0.007445686,0.000102078,0.000199152,0.154117700,0.000095273,0.017513375,0.010608101,0.001200917,0.000060146,0.126096300,0.000000000,0.001040795,0.000000000
MBSTEEL-0065,Fe0.681C0.00877Mn0.00464Si0.00968Cr0.135Ni0.00898Mo0.00861V0.000109Nb0.0000597Co0.142Al0.000617,1250.800000000,Co,Co+Cr,b94baf475339bae6,11,0.318635947,0.972248472,0.019077193,0.008783393,1.009906548,0.681364053,0.008774688,0.004642480,0.009685175,0.135072169,0.008984801,0.008614603,0.000109058,0.000000000,0.000059732,0.142075911,0.000000000,0.000617330,0.000000000
MBSTEEL-0066,Fe0.682C0.00515Mn0.000102Si0.000200Cr0.0995Ni0.0355Mo0.0117V0.00552Nb0.0000605Co0.159Al0.000625Ti0.000353,1453.800000000,Co,Co+Cr+Ni,4b95011b39df6b69,12,0.317802504,0.981906262,0.005976730,0.017638606,1.020038735,0.682197496,0.005151491,0.000102030,0.000200058,0.099528814,0.035510280,0.011703388,0.005521599,0.000000000,0.000060518,0.159046044,0.000000000,0.000625181,0.000353102
MBSTEEL-0067,Fe0.682C0.00877Mn0.000202Si0.00967Cr0.134Ni0.00907Mo0.00861V0.00501Nb0.0000597Co0.142Al0.000616,1241.000000000,Co,Co+Cr,7ab2b32bc0276d8c,11,0.318005251,0.972274513,0.019055853,0.013679595,1.010896798,0.681994749,0.008769932,0.000201998,0.009669926,0.133998968,0.009069930,0.008609934,0.005009961,0.000000000,0.000059700,0.141998907,0.000000000,0.000615995,0.000000000
MBSTEEL-0068,Fe0.682C0.00925Mn0.000101Si0.0101Cr0.134Ni0.00899Mo0.0115V0.000109Nb0.000479Co0.143Al0.000618,1314.200000000,Co,Co+Cr,09e240304c47bad8,11,0.318100239,0.968057696,0.019965065,0.012086223,1.002061601,0.681899761,0.009248640,0.000100985,0.010098516,0.133980305,0.008988679,0.011498310,0.000108984,0.000000000,0.000478930,0.142978982,0.000000000,0.000617909,0.000000000
MBSTEEL-0069,Fe0.683C0.00704Mn0.000103Si0.000201Cr0.156Ni0.0000961Mo0.0299V0.00454N0.00121Nb0.0000607Co0.117Al0.000836,1471.000000000,Cr,Co+Cr+Mo,e9b4832b72b112a3,12,0.316990984,0.960751782,0.009287123,0.034501155,0.983782914,0.683009016,0.007040093,0.000103001,0.000201003,0.156002059,0.000096101,0.029900395,0.004540060,0.001210016,0.000060701,0.117001544,0.000000000,0.000836011,0.000000000
MBSTEEL-0070,Fe0.683C0.00749Mn0.000102Si0.000200Cr0.156Ni0.0000958Mo0.0309V0.00453N0.00522Nb0.0000605Co0.112Al0.000834,1646.700000000,Cr,Co+Cr+Mo,ea5c5850a935a9c9,12,0.317295133,0.955314817,0.013738061,0.035475164,1.001434500,0.682704867,0.007486763,0.000101956,0.000199914,0.155932590,0.000095759,0.030886648,0.004528043,0.005217744,0.000060474,0.111951603,0.000000000,0.000833640,0.000000000
MBSTEEL-0071,Fe0.683C0.00925Mn0.000202Si0.00969Cr0.134Ni0.00890Mo0.0114V0.000109Nb0.000120Co0.142Al0.000618,1258.600000000,Co,Co+Cr,9078ec47a52134b8,11,0.316514041,0.968899888,0.019571916,0.011637274,0.996540512,0.683485959,0.009256581,0.000202144,0.009696894,0.134095342,0.008906332,0.011408111,0.000109078,0.000000000,0.000120085,0.142101034,0.000000000,0.000618440,0.000000000
MBSTEEL-0072,Fe0.684C0.00699Mn0.000102Si0.000199Cr0.155Ni0.0000953Mo0.0177V0.00450N0.00120Nb0.0000602Co0.130Al0.000622,1233.300000000,Cr,Co+Cr,cd300faff7bbcbfa,12,0.316320304,0.973241336,0.009006780,0.022249776,0.961177771,0.683679696,0.006986727,0.000101952,0.000198907,0.154927417,0.000095255,0.017691711,0.004497893,0.001199438,0.000060172,0.129939124,0.000000000,0.000621709,0.000000000
MBSTEEL-0073,Fe0.684C0.00795Mn0.000102Si0.000200Cr0.156Ni0.0000957Mo0.0306V0.00452N0.00481Nb0.0000604Co0.109Al0.00271,1536.500000000,Cr,Co+Cr+Mo,a128d5b7130f160b,12,0.316032899,0.953671828,0.015669246,0.035178708,1.006538805,0.683967101,0.007949618,0.000101995,0.000199990,0.155992497,0.000095695,0.030598528,0.004519783,0.004809769,0.000060397,0.108994757,0.000000000,0.002709870,0.000000000
MBSTEEL-0074,Fe0.684C0.00920Mn0.000101Si0.0197Cr0.134Ni0.00885Mo0.0114V0.00228Nb0.000476Co0.129Al0.000614,1344.400000000,Cr,Co+Cr,437acea51ae8599d,11,0.315740666,0.958594307,0.029525190,0.014161367,1.029629520,0.684259334,0.009203488,0.000101038,0.019707469,0.134050805,0.008853355,0.011404322,0.002280864,0.000000000,0.000476180,0.129048910,0.000000000,0.000614233,0.000000000
MBSTEEL-0075,Fe0.685C0.00877Mn0.000101Si0.00967Cr0.134Ni0.00907Mo0.00855V0.00359Nb0.0000597Co0.141Al0.000617,1218.400000000,Co,Co+Cr,2816304ff994cbcc,11,0.315292849,0.972345128,0.019048853,0.012194484,1.000750167,0.684707151,0.008766251,0.000100957,0.009665866,0.133942713,0.009066122,0.008546345,0.003588465,0.000000000,0.000059674,0.140939720,0.000000000,0.000616736,0.000000000
MBSTEEL-0076,Fe0.685C0.0101Mn0.000101Si0.0199Cr0.134Ni0.00884Mo0.0114V0.000108Nb0.000475Co0.129Al0.000614,1383.700000000,Cr,Co+Cr,ed03495d77874cf5,11,0.314683384,0.957491361,0.030628150,0.011988539,1.019939976,0.685316616,0.010104668,0.000101047,0.019909198,0.134061937,0.008844086,0.011405269,0.000108050,0.000000000,0.000475220,0.129059626,0.000000000,0.000614284,0.000000000
MBSTEEL-0077,Fe0.685C0.0112Mn0.000102Si0.000199Cr0.0957Ni0.0705Mo0.00991V0.00307Nb0.0000602Co0.123Al0.000622Ti0.000351,1550.300000000,Co,Co+Cr+Ni,70d017e2e318bb06,12,0.314804171,0.977651413,0.012024437,0.013395028,1.052871626,0.685195829,0.011203202,0.000102029,0.000199057,0.095727359,0.070520155,0.009912833,0.003070878,0.000000000,0.000060217,0.123035163,0.000000000,0.000622178,0.000351100
MBSTEEL-0078,Fe0.685C0.0116Mn0.000101Si0.000198Cr0.151Ni0.00882Mo0.0116V0.000109Nb0.000479Co0.131Al0.000619,1438.600000000,Cr,Co+Cr,775e4687711ff4dc,11,0.315360121,0.975516878,0.012410472,0.012181592,0.967872412,0.684639879,0.011593902,0.000100947,0.000197896,0.150920616,0.008815363,0.011593902,0.000108943,0.000000000,0.000478748,0.130931130,0.000000000,0.000618675,0.000000000
MBSTEEL-0079,Fe0.686C0.000466Mn0.000102Si0.000199Cr0.0951Ni0.103Mo0.00694V0.00450Nb0.0000602Co0.0877Al0.00892Ti0.00666,1755.200000000,Ni,Co+Cr+Ni,e36978db7ae69831,12,0.313757894,0.976746596,0.009588383,0.018166609,1.070965620,0.686242106,0.000466164,0.000102036,0.000199070,0.095133563,0.103036351,0.006942449,0.004501588,0.000000000,0.000060221,0.087730951,0.000000000,0.008923148,0.006662350
MBSTEEL-0080,Fe0.686C0.000469Mn0.000410Si0.000802Cr0.107Ni0.0671Mo0.0161Co0.0767W0.00745Al0.0376,1680.600000000,Cr,Al+Co+Cr+Ni,b18a07f1e2a97cc8,10,0.313746773,0.937555958,0.038885349,0.023558693,1.114790676,0.686253227,0.000469173,0.000410151,0.000802296,0.107039498,0.067124769,0.016105943,0.000000000,0.000000000,0.000000000,0.076728313,0.007452750,0.037613880,0.000000000
MBSTEEL-0081,Fe0.686C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.143Mo0.0185V0.000113Nb0.0000618Co0.150Al0.000638Ti0.00144,1267.100000000,Co,Co+Ni,8bc193c85104067d,12,0.314444788,0.978692025,0.001319144,0.020101758,0.918182811,0.685555212,0.000477690,0.000103933,0.000203868,0.000109929,0.142907282,0.018488005,0.000112927,0.000000000,0.000061760,0.149902743,0.000000000,0.000637586,0.001439066
MBSTEEL-0082,Fe0.686C0.000910Mn0.0000995Si0.0354Cr0.146Ni0.0475Mo0.000114V0.000107Nb0.0000588Co0.0825Al0.000405Ti0.000457,1226.400000000,Cr,Co+Cr+Ni+Si,d16a2367cff3eb79,12,0.313692054,0.962638436,0.036731481,0.000737131,1.024868961,0.686307946,0.000910409,0.000099545,0.035415891,0.146065540,0.047521323,0.000114051,0.000107048,0.000000000,0.000058826,0.082537034,0.000000000,0.000405182,0.000457205
MBSTEEL-0083,Fe0.687C0.000467Mn0.000102Si0.000200Cr0.0835Ni0.114Mo0.00573V0.000110Nb0.0000604Co0.0947Al0.00562Ti0.00832,1779.700000000,Ni,Co+Cr+Ni,5d0d62fa5f39c707,12,0.312869033,0.979598712,0.006288199,0.014223111,1.042369606,0.687130967,0.000467089,0.000102019,0.000200038,0.083515918,0.114021733,0.005731092,0.000110021,0.000000000,0.000060412,0.094718053,0.000000000,0.005621071,0.008321586
MBSTEEL-0084,Fe0.687C0.00974Mn0.000101Si0.000198Cr0.151Ni0.00883Mo0.0116V0.000109Nb0.000480Co0.131Al0.000620,1372.900000000,Cr,Co+Cr,5bdd087678c03514,11,0.313465470,0.977377338,0.010550847,0.012180741,0.960099390,0.686534530,0.009733401,0.000100932,0.000197866,0.150897691,0.008824017,0.011592141,0.000108926,0.000000000,0.000479675,0.130911242,0.000000000,0.000619580,0.000000000
MBSTEEL-0085,Fe0.687C0.0162Mn0.000101Si0.000199Cr0.0965Ni0.0142Mo0.0116V0.00328Nb0.0000600Co0.170Al0.000620Ti0.000233,1731.700000000,Co,Co+Cr,f46ee3754dbc9473,12,0.312995191,0.971087798,0.017019119,0.015173106,0.992183007,0.687004809,0.016200113,0.000101001,0.000199001,0.096500676,0.014200099,0.011600081,0.003280023,0.000000000,0.000060000,0.170001190,0.000000000,0.000620004,0.000233002
MBSTEEL-0086,Fe0.687Mn0.000102Si0.000199Cr0.119Ni0.0952Mo0.00716V0.000110Nb0.0000601Co0.0712W0.000851Al0.0118Ti0.00689,1729.400000000,Cr,Co+Cr+Ni,372d686b8d6333f1,12,0.312705907,0.973028359,0.012004137,0.015077552,1.055548491,0.687294093,0.000000000,0.000102044,0.000199085,0.119050942,0.095240754,0.007163065,0.000110047,0.000000000,0.000060126,0.071230480,0.000851364,0.011805051,0.006892949
MBSTEEL-0087,Fe0.688C0.00877Mn0.000101Si0.00987Cr0.134Ni0.00898Mo0.00856V0.000109Nb0.0000597Co0.141Al0.000617,1311.100000000,Co,Co+Cr,a8c8dbef2f2fc85c,11,0.312045887,0.972125159,0.019255716,0.008728118,0.980094039,0.687954113,0.008769415,0.000100993,0.009869342,0.133991063,0.008979401,0.008559429,0.000108993,0.000000000,0.000059696,0.140990596,0.000000000,0.000616959,0.000000000
MBSTEEL-0088,Fe0.689C0.000476Mn0.000104Si0.000204Cr0.111Ni0.0683Mo0.0327V0.000112Nb0.0000615Co0.0975Al0.000636,1486.200000000,Cr,Co+Cr+Mo+Ni,896e550ec28bd834,11,0.311064415,0.965925686,0.001315877,0.032870427,1.035410508,0.688935585,0.000475955,0.000103990,0.000203981,0.110989622,0.068293615,0.032696943,0.000111990,0.000000000,0.000061494,0.097490885,0.000000000,0.000635941,0.000000000
MBSTEEL-0089,Fe0.689C0.00193Mn0.000105Si0.000206Cr0.000111Ni0.185Mo0.0362V0.000114Nb0.0000623Co0.0785Al0.00343Ti0.00507,1012.800000000,Ni,Co+Mo+Ni,5e7f37ea1b56465b,12,0.310812748,0.953088954,0.005567513,0.041457564,0.952390861,0.689187252,0.001930525,0.000105029,0.000206056,0.000111030,0.185050278,0.036209838,0.000114031,0.000000000,0.000062317,0.078521334,0.000000000,0.003430932,0.005071378
MBSTEEL-0090,Fe0.690C0.00697Mn0.000102Si0.000199Cr0.150Ni0.00885Mo0.0116V0.000110Nb0.000481Co0.130Al0.000621,1278.200000000,Cr,Co+Cr,8d616dd22ce0cd3f,11,0.309262984,0.980107775,0.007798321,0.012204022,0.945818893,0.690737016,0.006977445,0.000102109,0.000199213,0.150160221,0.008859453,0.011612390,0.000110117,0.000000000,0.000481514,0.130138858,0.000000000,0.000621663,0.000000000
MBSTEEL-0091,Fe0.690C0.00785Mn0.000101Si0.0154Cr0.134Ni0.00898Mo0.0115V0.000109Nb0.000477Co0.132Al0.000617,1368.500000000,Cr,Co+Cr,01a9164b35b930a5,11,0.310712723,0.964193024,0.023842347,0.012073516,0.998783899,0.689287277,0.007841891,0.000100896,0.015384093,0.133861587,0.008970724,0.011488121,0.000108887,0.000000000,0.000476507,0.131863653,0.000000000,0.000616363,0.000000000
MBSTEEL-0092,Fe0.690C0.00970Mn0.000101Si0.0111Cr0.134Ni0.00936Mo0.0114V0.00370Nb0.000478Co0.129Al0.000617,1280.700000000,Cr,Co+Cr,d929c2ca136a6cbc,11,0.309624436,0.966686878,0.021428657,0.015586479,1.009067472,0.690375564,0.009705280,0.000101055,0.011106042,0.134072936,0.009365095,0.011406205,0.003702014,0.000000000,0.000478260,0.129070214,0.000000000,0.000617336,0.000000000
MBSTEEL-0093,Fe0.692C0.00837Mn0.00112Si0.00179Cr0.000107Ni0.169Mo0.000116V0.0474Nb0.0000601Co0.0764Al0.00228Ti0.000933,1605.400000000,Ni,Co+Ni+V,6440cc70b2f0dc4e,12,0.307706537,0.986445154,0.012445276,0.048529672,0.978194935,0.692293463,0.008373550,0.001120475,0.001790759,0.000107045,0.169071669,0.000116049,0.047420101,0.000000000,0.000060125,0.076432400,0.000000000,0.002280967,0.000933396
MBSTEEL-0094,Fe0.692C0.00968Mn0.000101Si0.0144Cr0.133Ni0.00887Mo0.0114V0.000109Nb0.000477Co0.130Al0.000616,1369.500000000,Cr,Co+Cr,776cb755b7c777ff,11,0.308451581,0.963450867,0.024679884,0.011978178,0.997317507,0.691548419,0.009673683,0.000100934,0.014390603,0.132913208,0.008864212,0.011392561,0.000108929,0.000000000,0.000476689,0.129915165,0.000000000,0.000615598,0.000000000
MBSTEEL-0095,Fe0.693C0.000454Mn0.0000993Si0.0334Cr0.165Ni0.0381Mo0.000114V0.000107Nb0.0000587Co0.0685Al0.000405Ti0.000456,1205.800000000,Cr,Co+Cr+Ni+Si,60f7ebbb848eac9e,12,0.306787877,0.965101621,0.034269486,0.000735925,0.986771792,0.693212123,0.000454139,0.000099330,0.033410224,0.165050505,0.038111662,0.000114035,0.000107033,0.000000000,0.000058718,0.068520967,0.000000000,0.000405124,0.000456140
MBSTEEL-0096,Fe0.693C0.00877Mn0.000101Si0.0144Cr0.133Ni0.00897Mo0.0114V0.000109Nb0.000477Co0.130Al0.000616,1275.300000000,Cr,Co+Cr,5c5781060a27b894,11,0.307583707,0.964367039,0.023765965,0.011975904,0.993706114,0.692416293,0.008762613,0.000100915,0.014387871,0.132887975,0.008962445,0.011390398,0.000108908,0.000000000,0.000476598,0.129890502,0.000000000,0.000615481,0.000000000
MBSTEEL-0097,Fe0.694C0.0103Mn0.000102Si0.000200Cr0.0917Ni0.0440Mo0.00877V0.00308Nb0.0000604Co0.146W0.00153Al0.000624Ti0.000352,1575.500000000,Co,Co+Cr+Ni,2059daf0c0e1b0be,13,0.306498212,0.978179276,0.011116014,0.013782499,1.017977125,0.693501788,0.010292606,0.000101927,0.000199856,0.091634170,0.043968413,0.008763704,0.003077789,0.000000000,0.000060357,0.145895189,0.001528902,0.000623552,0.000351747
MBSTEEL-0098,Fe0.695C0.00971Mn0.000101Si0.00988Cr0.134Ni0.00889Mo0.0115V0.000109Nb0.000478Co0.130Al0.000617,1369.500000000,Cr,Co+Cr,874187f1bb97fdcc,11,0.305198019,0.967824170,0.020201243,0.012083556,0.981530864,0.694801981,0.009707233,0.000100971,0.009877185,0.133961821,0.008887467,0.011496723,0.000108969,0.000000000,0.000477864,0.129962961,0.000000000,0.000616824,0.000000000
MBSTEEL-0099,Fe0.695C0.0106Mn0.000101Si0.0103Cr0.133Ni0.00898Mo0.0114V0.000109Nb0.000478Co0.130Al0.000617,1359.700000000,Cr,Co+Cr,bfc7d9d64c0c736e,11,0.305406337,0.966624525,0.021504420,0.011979992,0.985213984,0.694593663,0.010593803,0.000100941,0.010293978,0.132922240,0.008974750,0.011393335,0.000108936,0.000000000,0.000477721,0.129923994,0.000000000,0.000616639,0.000000000
MBSTEEL-0100,Fe0.696C0.00143Mn0.000105Si0.000204Cr0.000110Ni0.180Mo0.0293V0.000113Nb0.0000618Co0.0682Al0.00319Ti0.0212,1233.300000000,Ni,Co+Mo+Ni+Ti,82c4567ad17ca59a,12,0.303940000,0.944609425,0.004824416,0.050679169,0.962192337,0.696060000,0.001430123,0.000105009,0.000204018,0.000110009,0.180015517,0.029302526,0.000113010,0.000000000,0.000061805,0.068205879,0.000000000,0.003190275,0.021201828
MBSTEEL-0101,Fe0.696C0.00878Mn0.000101Si0.00989Cr0.135Ni0.00927Mo0.0113V0.000109Nb0.000120Co0.129Al0.000617,1376.300000000,Cr,Co+Cr,44da4ed3a1b99788,11,0.304130128,0.969298741,0.019283394,0.011526844,0.975605797,0.695869872,0.008778358,0.000100981,0.009888151,0.134974760,0.009268267,0.011297887,0.000108980,0.000000000,0.000119978,0.128975882,0.000000000,0.000616885,0.000000000
MBSTEEL-0102,Fe0.696C0.00925Mn0.000101Si0.000198Cr0.148Ni0.0107Mo0.00573V0.000109Nb0.000538Co0.129Al0.000617,1376.700000000,Cr,Co+Cr,06ff6df0e3710d74,11,0.304169087,0.983670968,0.010062555,0.006375451,0.932866549,0.695830913,0.009247753,0.000100975,0.000197952,0.147964045,0.010697401,0.005728608,0.000108974,0.000000000,0.000537869,0.128968661,0.000000000,0.000616850,0.000000000
MBSTEEL-0103,Fe0.696C0.00974Mn0.000101Si0.000198Cr0.150Ni0.0000949Mo0.0116V0.000109Nb0.000480Co0.130Al0.000619,1348.900000000,Cr,Co+Cr,8e2da370041c17c5,11,0.303262782,0.977339022,0.010568182,0.012201911,0.911479190,0.696737218,0.009750317,0.000101107,0.000198210,0.150158883,0.000095001,0.011612287,0.000109115,0.000000000,0.000480508,0.130137699,0.000000000,0.000619656,0.000000000
MBSTEEL-0104,Fe0.697C0.00972Mn0.000101Si0.00732Cr0.135Ni0.00909Mo0.0115V0.000109Nb0.000479Co0.130Al0.000618,1332.700000000,Cr,Co+Cr,325609740499a80a,11,0.303652478,0.970390744,0.017641470,0.012076684,0.972449669,0.696347522,0.009710901,0.000100905,0.007313148,0.134873623,0.009081491,0.011489235,0.000108898,0.000000000,0.000478552,0.129878304,0.000000000,0.000617421,0.000000000
MBSTEEL-0105,Fe0.699C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.166Mo0.0287V0.00383Nb0.0000618Co0.0847Al0.00829Ti0.00803,1287.300000000,Ni,Co+Mo+Ni,9a082eb57eb79c5c,12,0.300655783,0.954213664,0.008976418,0.040641804,0.967129786,0.699344217,0.000478235,0.000104051,0.000204100,0.000110054,0.166081745,0.028714133,0.003831886,0.000000000,0.000061830,0.084741710,0.000000000,0.008294082,0.008033954
MBSTEEL-0106,Fe0.699C0.000946Mn0.000103Si0.000202Cr0.000109Ni0.140Mo0.00545V0.000112Nb0.0000612Co0.148Al0.000632Ti0.00487,1212.000000000,Co,Co+Ni,ed715cbcc99e52a3,12,0.300639969,0.987832536,0.001780917,0.010498605,0.879120564,0.699360031,0.000946487,0.000103053,0.000202104,0.000109056,0.140072109,0.005452807,0.000112058,0.000000000,0.000061232,0.148076230,0.000000000,0.000632326,0.004872508
MBSTEEL-0107,Fe0.700C0.000479Mn0.000523Si0.00102Cr0.000111Ni0.170Mo0.0298V0.000113Nb0.0000619Co0.0771Al0.00277Ti0.0180,2356.400000000,Ni,Co+Mo+Ni,787a46fe2b786078,12,0.299984530,0.947867948,0.004269094,0.047975960,0.959081004,0.700015470,0.000479011,0.000523012,0.001020023,0.000111002,0.170003757,0.029800659,0.000113002,0.000000000,0.000061901,0.077101704,0.000000000,0.002770061,0.018000398
MBSTEEL-0108,Fe0.700C0.00927Mn0.000101Si0.00594Cr0.133Ni0.00901Mo0.0114V0.000109Nb0.000479Co0.130Al0.000619,1299.800000000,Cr,Co+Cr,e412fd9aa691d85a,11,0.299949596,0.972290005,0.015830140,0.011988863,0.960649735,0.700050404,0.009270667,0.000101007,0.005940428,0.133009577,0.009010649,0.011400821,0.000109008,0.000000000,0.000479034,0.130009361,0.000000000,0.000619045,0.000000000
MBSTEEL-0109,Fe0.701C0.00750Mn0.000102Si0.000200Cr0.154Ni0.0000959Mo0.0289V0.00508N0.00121Nb0.0000606Co0.101Al0.000835,1405.600000000,Cr,Co+Cr+Mo,40b020d11ca92438,12,0.298988433,0.961293761,0.009745161,0.034041162,0.952800618,0.701011567,0.007500124,0.000102002,0.000200003,0.154002541,0.000095902,0.028900477,0.005080084,0.001210020,0.000060601,0.101001667,0.000000000,0.000835014,0.000000000
MBSTEEL-0110,Fe0.702C0.000943Mn0.000103Si0.000202Cr0.000109Ni0.142Mo0.000118V0.000111Nb0.0000609Co0.149Al0.000629Ti0.00509,1144.800000000,Co,Co+Ni,d658e75886652530,12,0.298256768,0.992959676,0.001773351,0.005377932,0.853689270,0.701743232,0.000942655,0.000102962,0.000201926,0.000108960,0.141948061,0.000117957,0.000110959,0.000000000,0.000060878,0.148945501,0.000000000,0.000628770,0.005088138
MBSTEEL-0111,Fe0.702C0.00930Mn0.000102Si0.000199Cr0.133Ni0.0115Mo0.0117V0.000110Nb0.000481Co0.131Al0.000621,1423.800000000,Cr,Co+Cr,f7922c243d12d67e,11,0.298009126,0.977699290,0.010119868,0.012290840,0.941758807,0.701990874,0.009299879,0.000101999,0.000198997,0.132998271,0.011499851,0.011699848,0.000109999,0.000000000,0.000480994,0.130998297,0.000000000,0.000620992,0.000000000
MBSTEEL-0112,Fe0.702Mn0.000102Si0.000200Cr0.154Ni0.0793Mo0.0152V0.000110Nb0.0000604Co0.0409Al0.00208Ti0.00574,1350.400000000,Cr,Co+Cr+Ni,7b8cf7abbbfa2147,11,0.297783998,0.976712437,0.002280702,0.021116896,0.978538574,0.702216002,0.000000000,0.000102031,0.000200062,0.154047385,0.079324400,0.015204677,0.000110034,0.000000000,0.000060419,0.040912585,0.000000000,0.002080640,0.005741766
MBSTEEL-0113,Fe0.702Mn0.000102Si0.000200Cr0.154Ni0.0802Mo0.0146V0.000110Nb0.0000604Co0.0409Al0.00249Ti0.00551,1274.700000000,Cr,Co+Cr+Ni,123b4acc34e887fe,11,0.298121004,0.977143540,0.002689536,0.020276904,0.979123225,0.701878996,0.000000000,0.000101982,0.000199966,0.153973455,0.080186176,0.014597483,0.000109981,0.000000000,0.000060390,0.040892950,0.000000000,0.002489571,0.005509050
MBSTEEL-0114,Fe0.703C0.000908Mn0.0000992Si0.0375Cr0.146Ni0.0557Mo0.000114V0.000107Nb0.0000587Co0.0555Al0.000606Ti0.000569,1130.000000000,Cr,Co+Cr+Ni+Si,7d42306d2ef84d87,12,0.297113797,0.960250735,0.039007685,0.000848563,0.991711949,0.702886203,0.000907853,0.000099184,0.037493930,0.145976366,0.055690984,0.000113982,0.000106983,0.000000000,0.000058690,0.055491016,0.000000000,0.000605902,0.000568908
MBSTEEL-0115,Fe0.703C0.00274Mn0.0209Si0.00625Cr0.173Ni0.0481Mo0.00864V0.000108Nb0.0000591Co0.0189Al0.0179,1237.000000000,Cr,Cr+Mn+Ni,4ef7e20c989cd8b7,11,0.296716647,0.964396555,0.026900838,0.008810650,1.015580215,0.703283353,0.002741104,0.020908424,0.006252519,0.173069730,0.048119387,0.008643482,0.000108044,0.000000000,0.000059124,0.018907618,0.000000000,0.017907215,0.000000000
MBSTEEL-0116,Fe0.703C0.00883Mn0.000102Si0.000199Cr0.135Ni0.00942Mo0.0115V0.000110Nb0.000421Co0.131Al0.000621,1371.400000000,Cr,Co+Cr,e7a6c194cedc6f4b,11,0.297142680,0.978433378,0.009648041,0.012028558,0.932901745,0.702857320,0.008828208,0.000101979,0.000198960,0.134972601,0.009418088,0.011497666,0.000109978,0.000000000,0.000420915,0.130973412,0.000000000,0.000620874,0.000000000
