x,y,t,source_layer_index,target_layer_index,target_camera_code,source_p_mean,source_p_nonzero_fraction,source_p_range,source_x_range,source_y_range,source_rows_read,gcode_strategy_id,gcode_layer_line_count,gcode_layer_motion_length,gcode_layer_laser_on_fraction,gcode_layer_l_mean,gcode_layer_l_range,gcode_layer_f_mean,gcode_layer_turn_score_mean,gcode_strategy_line_count,gcode_strategy_motion_length_mean,gcode_strategy_laser_on_fraction_mean,gcode_mode_island,gcode_mode_laser_power,gcode_mode_laser_path,gcode_hatch_space,gcode_laser_density,target_intensity_std,target_center_periphery_contrast,target_grid_mean_range,target_quadrant_contrast,split_name,row_id,source_member_name,target_member_name,gcode_member_name,gcode_strategy_name
-2.353547,-1.223546,40.000000,40,40,0,139.372635,0.786642,234.863608,91.010000,50.810000,2917824.000000,2,536.000000,1200.719210,0.535448,100.335821,195.000000,789.179104,1.542478,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.387655,27.319668,62.059140,22.906304,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0040,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0040.csv,In-situ Meas Data/Layer Camera/A0040.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.440344,-1.565441,41.000000,41,41,0,145.114406,0.810358,234.854428,91.010000,50.810000,3164082.000000,12,1121.000000,2481.401802,0.985727,189.432649,234.000000,794.826048,1.268968,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.423295,27.456626,61.566820,22.356096,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0041,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0041.csv,In-situ Meas Data/Layer Camera/A0041.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.113702,-3.777225,42.000000,42,42,0,144.796953,0.809691,234.885869,91.010000,50.810000,3415210.000000,10,982.000000,2035.158803,0.983707,189.081466,234.000000,794.093686,1.268525,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,25.353205,27.218516,61.676907,22.451648,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0042,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0042.csv,In-situ Meas Data/Layer Camera/A0042.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.330481,-1.625305,43.000000,43,43,0,144.602580,0.809672,234.893679,91.010000,50.810000,3283469.000000,12,844.000000,1589.028300,0.981043,187.539100,234.000000,792.890995,1.224005,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.410093,27.484425,62.299283,22.457536,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0043,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0043.csv,In-situ Meas Data/Layer Camera/A0043.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.353194,-1.296922,44.000000,44,44,0,138.881424,0.783851,234.910066,91.010000,50.810009,2914732.000000,2,532.000000,1194.321650,0.535714,100.357143,195.000000,789.097744,1.551528,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.153224,26.710631,61.773169,22.453184,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0044,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0044.csv,In-situ Meas Data/Layer Camera/A0044.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.164062,-1.703205,45.000000,45,45,0,146.542351,0.813919,234.900266,91.010000,50.810000,3161393.000000,12,1127.000000,2490.794908,0.985803,189.393079,234.000000,794.853594,1.269459,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.322546,27.212632,61.859959,22.522048,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0045,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0045.csv,In-situ Meas Data/Layer Camera/A0045.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.169347,-3.639341,46.000000,46,46,0,145.023131,0.808749,304.077330,91.010000,50.810000,3425359.000000,10,1009.000000,1976.367840,0.984143,189.107037,234.000000,794.053518,1.206337,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,25.373510,27.122670,61.894777,22.604416,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0046,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0046.csv,In-situ Meas Data/Layer Camera/A0046.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.345934,-1.736964,47.000000,47,47,0,143.939842,0.810534,234.917413,91.010000,50.810000,3273018.000000,12,804.000000,1590.985251,0.980100,187.189055,234.000000,792.786070,1.282458,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.278312,27.202992,61.952893,22.622080,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0047,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0047.csv,In-situ Meas Data/Layer Camera/A0047.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.596843,-1.152713,48.000000,48,48,0,138.087391,0.786037,234.965609,91.010000,50.810000,2930018.000000,2,542.000000,1204.903729,0.535055,100.304428,195.000000,789.298893,1.550607,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.330716,26.958283,62.231439,22.976832,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0048,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0048.csv,In-situ Meas Data/Layer Camera/A0048.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.136776,-1.772198,49.000000,49,49,0,146.821433,0.811914,234.903680,91.010000,50.810000,3194243.000000,12,1138.000000,2487.054678,0.985940,189.481547,234.000000,794.903339,1.258645,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.253857,26.937077,61.755504,22.644608,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0049,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0049.csv,In-situ Meas Data/Layer Camera/A0049.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.067222,-3.590560,50.000000,50,50,0,144.464767,0.811010,234.885139,91.010997,50.810000,3446435.000000,10,952.000000,1925.038623,0.983193,188.567227,234.000000,793.907563,1.272950,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,25.311163,26.820945,61.824885,22.771072,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0050,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0050.csv,In-situ Meas Data/Layer Camera/A0050.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.537092,-1.425133,51.000000,51,51,0,144.241097,0.804821,234.919915,91.010997,50.810000,3192944.000000,12,821.000000,1612.272743,0.980512,187.588307,234.000000,792.935445,1.280533,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.148919,26.844201,61.114439,22.277888,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0051,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0051.csv,In-situ Meas Data/Layer Camera/A0051.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.567032,-1.183005,52.000000,52,52,0,138.568894,0.786633,234.905485,91.010000,50.810000,2934395.000000,2,552.000000,1207.899756,0.534420,100.253623,195.000000,789.492754,1.547439,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.278498,26.978059,62.446237,22.955008,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0052,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0052.csv,In-situ Meas Data/Layer Camera/A0052.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.037943,-1.893601,53.000000,53,53,0,147.221135,0.812725,234.852945,91.010000,50.810000,3237328.000000,12,1118.000000,2451.865626,0.985689,189.731664,234.000000,794.812165,1.257748,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.218901,27.041515,62.054019,22.683392,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0053,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0053.csv,In-situ Meas Data/Layer Camera/A0053.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.923158,-3.667425,54.000000,54,54,0,144.871006,0.804871,234.906645,91.010000,50.810000,3383077.000000,10,919.000000,1891.385196,0.982590,188.633297,234.000000,793.688792,1.270287,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,25.148570,26.654692,61.228367,22.664576,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0054,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0054.csv,In-situ Meas Data/Layer Camera/A0054.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.731160,-1.156051,55.000000,55,55,0,142.711328,0.803094,234.918001,91.010000,50.810000,3201905.000000,12,828.000000,1653.275306,0.980676,187.509662,234.000000,792.995169,1.279131,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.267202,27.097489,62.122632,22.798144,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0055,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0055.csv,In-situ Meas Data/Layer Camera/A0055.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.317048,-1.310144,56.000000,56,56,0,139.966823,0.787012,234.860202,91.010000,50.810000,2913440.000000,2,560.000000,1215.958912,0.533929,100.214286,195.000000,789.642857,1.547526,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.137272,26.632481,61.727087,22.977856,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0056,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0056.csv,In-situ Meas Data/Layer Camera/A0056.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.205736,-1.875114,57.000000,57,57,0,146.111058,0.812951,234.875145,91.010000,50.810036,3323498.000000,12,1108.000000,2440.127955,0.985560,190.036101,234.000000,794.765343,1.257500,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.095077,26.635693,61.563236,22.869824,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0057,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0057.csv,In-situ Meas Data/Layer Camera/A0057.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.027792,-3.802426,58.000000,58,58,0,143.825367,0.808473,235.026259,91.010000,50.810000,3426603.000000,10,902.000000,1822.111990,0.982262,187.778271,234.000000,793.569845,1.274988,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,25.228622,26.730835,62.008705,23.215552,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0058,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0058.csv,In-situ Meas Data/Layer Camera/A0058.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.777442,-1.123449,59.000000,59,59,0,142.507448,0.800512,234.929196,91.010000,50.810000,3155674.000000,12,844.000000,1676.872165,0.981043,187.836493,234.000000,793.127962,1.276174,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.196715,26.964698,62.342038,23.132032,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0059,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0059.csv,In-situ Meas Data/Layer Camera/A0059.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.276205,-1.496130,60.000000,60,60,0,139.838002,0.787063,234.925219,91.010000,50.810000,2933834.000000,2,564.000000,1215.423997,0.533688,100.195035,195.000000,789.716312,1.555845,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.183868,27.008115,61.849462,22.464448,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0060,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0060.csv,In-situ Meas Data/Layer Camera/A0060.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
-0.040257,-2.003624,61.000000,61,61,0,146.631334,0.814653,234.891452,91.010000,50.810013,3368986.000000,12,1144.000000,2376.756587,0.986014,189.631993,234.000000,794.755245,1.203729,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.196806,26.821620,62.061956,22.665344,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0061,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0061.csv,In-situ Meas Data/Layer Camera/A0061.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.979565,-3.493515,62.000000,62,62,0,144.141978,0.804004,409.831913,91.010000,50.810000,3375376.000000,10,941.000000,1792.004654,0.982997,188.515409,234.000000,793.623804,1.210468,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,25.257824,26.766535,62.044035,23.053248,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0062,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0062.csv,In-situ Meas Data/Layer Camera/A0062.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.736946,-1.219649,63.000000,63,63,0,142.485041,0.797849,234.928208,91.010000,50.810000,3129790.000000,12,855.000000,1701.380934,0.981287,187.609357,234.000000,793.216374,1.275544,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.247867,27.147010,62.302611,22.888192,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0063,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0063.csv,In-situ Meas Data/Layer Camera/A0063.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.265941,-1.621930,64.000000,64,64,0,140.456919,0.787569,234.923018,91.010000,50.810000,2936745.000000,2,576.000000,1223.331383,0.532986,100.138889,195.000000,789.930556,1.553357,145493.000000,1214.585390,0.533091,1.000000,1.000000,2.000000,0.100000,0.001250,25.198500,26.816292,62.465950,23.237120,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0064,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0064.csv,In-situ Meas Data/Layer Camera/A0064.bmp,Build Command Data/AM Gcode/2_cube_Island/2_cube_Island.gcode,2_cube_Island
0.094117,-2.067908,65.000000,65,65,0,147.001955,0.813940,234.962656,91.010000,50.810997,3420494.000000,12,1076.000000,2361.904162,0.985130,189.815985,234.000000,794.609665,1.269297,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,25.137176,26.702555,61.982591,23.061696,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0065,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0065.csv,In-situ Meas Data/Layer Camera/A0065.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.811107,-2.760944,2.000000,2,1,1,145.087036,0.805249,235.028177,91.010000,50.810000,3019778.000000,10,1120.000000,2476.191858,0.985714,189.532143,234.000000,794.821429,1.270094,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,31.878624,31.474481,62.058628,18.240064,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0001,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0002.csv,In-situ Meas Data/Layer Camera/B0001.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
0.110425,-2.399388,3.000000,3,2,1,147.934996,0.815874,337.921243,91.010000,50.811000,3572844.000000,12,959.000000,1966.841208,0.983316,188.898853,234.000000,793.952033,1.271015,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,32.388090,31.576035,65.783565,17.898240,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0002,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0003.csv,In-situ Meas Data/Layer Camera/B0002.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.168910,-2.532706,4.000000,4,3,1,142.701208,0.800250,234.901664,91.010000,50.810000,3083028.000000,10,813.000000,1607.425007,0.980320,189.242312,234.000000,792.865929,1.278972,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,32.635315,30.225293,63.497952,14.431488,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0003,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0004.csv,In-situ Meas Data/Layer Camera/B0003.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-1.215392,-0.547020,5.000000,5,4,1,140.633100,0.790935,234.891638,91.010000,50.810995,2983098.000000,12,988.000000,2066.169606,0.983806,188.959514,234.000000,794.129555,1.267619,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,34.406437,33.604069,69.295354,15.662336,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0004,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0005.csv,In-situ Meas Data/Layer Camera/B0004.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.965121,-2.947774,6.000000,6,5,1,143.833176,0.806066,234.882388,91.010000,50.810000,3118681.000000,10,1180.000000,2466.748887,0.986441,190.324576,234.000000,794.915254,1.193839,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,32.642288,28.961877,59.604711,12.723776,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0005,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0006.csv,In-situ Meas Data/Layer Camera/B0005.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
0.071529,-2.364212,7.000000,7,6,1,146.913714,0.817918,235.062382,91.010000,50.810000,3613174.000000,12,938.000000,1894.924242,0.982942,188.221748,234.000000,793.816631,1.271744,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,32.185873,28.073195,55.920379,14.250304,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0006,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0007.csv,In-situ Meas Data/Layer Camera/B0006.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.177034,-2.212818,8.000000,8,7,1,141.704339,0.795706,234.853713,91.010000,50.810000,3064493.000000,10,825.000000,1648.682489,0.980606,189.798788,234.000000,792.969697,1.276632,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,31.734317,28.251573,56.881720,13.525952,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0007,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0008.csv,In-situ Meas Data/Layer Camera/B0007.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-1.156758,-0.738172,9.000000,9,8,1,140.942875,0.792798,234.908668,91.010000,50.810000,3016377.000000,12,1008.000000,2107.193438,0.984127,189.001984,234.000000,794.246032,1.266472,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,30.589220,27.444163,59.682284,12.899968,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0008,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0009.csv,In-situ Meas Data/Layer Camera/B0008.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-1.987808,-3.063821,10.000000,10,9,1,144.022902,0.805304,234.929079,91.010000,50.810000,3141757.000000,10,1116.000000,2434.529265,0.985663,190.001792,234.000000,794.802867,1.257402,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,30.542554,28.921444,59.051459,14.640448,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0009,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0010.csv,In-situ Meas Data/Layer Camera/B0009.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
0.122153,-2.371046,11.000000,11,10,1,146.621315,0.816573,234.899933,91.010000,50.810000,3600370.000000,12,921.000000,1862.936698,0.982628,188.308360,234.000000,793.702497,1.271694,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.976382,30.286557,59.484383,14.683072,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0010,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0011.csv,In-situ Meas Data/Layer Camera/B0010.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.151555,-2.056640,12.000000,12,11,1,141.322873,0.791932,234.887035,91.010000,50.810000,3046669.000000,10,884.000000,1670.678303,0.981900,189.817873,234.000000,793.212670,1.215876,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.980741,27.745098,56.257296,16.705856,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0011,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0012.csv,In-situ Meas Data/Layer Camera/B0011.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.965579,-0.896508,13.000000,13,12,1,141.737270,0.794984,234.916000,91.010000,50.810000,3020744.000000,12,1030.000000,2170.616794,0.984466,189.205825,234.000000,794.368932,1.263525,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,31.381778,31.989965,66.811430,16.341696,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0012,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0013.csv,In-situ Meas Data/Layer Camera/B0012.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
-2.151467,-3.149865,14.000000,14,13,1,143.833481,0.805944,234.927251,91.010000,50.810997,3209660.000000,10,1087.000000,2372.589619,0.985281,189.545538,234.000000,794.664213,1.270372,154572.000000,1569.403964,0.755662,1.000000,2.000000,3.000000,1.000000,0.001250,29.804903,27.974034,56.424731,16.974656,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0013,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0014.csv,In-situ Meas Data/Layer Camera/B0013.bmp,Build Command Data/AM Gcode/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer/10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer.gcode,10_cube_Island_Concentric_Interleaved_altIslandLayer_altConcentricLayer
-0.022306,-2.210467,15.000000,15,14,1,146.521318,0.813509,235.079607,91.010997,50.810000,3531008.000000,12,945.000000,1812.641985,0.983069,188.377778,234.000000,793.650794,1.212361,244668.000000,2030.576918,0.983429,1.000000,2.000000,3.000000,0.100000,0.001250,29.740980,28.408788,58.017409,17.144320,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0014,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0015.csv,In-situ Meas Data/Layer Camera/B0014.bmp,Build Command Data/AM Gcode/12_cube_Island_Concentric_Interleaved/12_cube_Island_Concentric_Interleaved.gcode,12_cube_Island_Concentric_Interleaved
