phase120_row_id,composition,yield_strength_mpa,dominant_non_fe_element,alloy_family_key,composition_hash16,element_count,non_fe_fraction,transition_fraction,light_fraction,refractory_fraction,entropy_fraction,frac_Fe,frac_C,frac_Mn,frac_Si,frac_Cr,frac_Ni,frac_Mo,frac_V,frac_N,frac_Nb,frac_Co,frac_W,frac_Al,frac_Ti,phase122_C_x_Cr,phase122_C_x_Mo,phase122_C_x_V,phase122_C_x_Nb,phase122_C_x_W,phase122_C_x_Ti,phase122_Al_x_Ti,phase122_Ni_x_Ti,phase122_Mo_x_Ni,phase122_Cr_x_Ni,phase122_Co_x_Ni,phase122_Cr_x_Mo,phase122_C_x_Ni,phase122_C_x_Co,phase122_solid_solution_weighted,phase122_precipitation_carbon_sum,phase122_gamma_stabilizer_fraction,phase122_carbide_former_fraction,phase122_light_transition_interaction,phase122_refractory_transition_interaction,phase122_gamma_carbide_interaction,phase122_entropy_non_fe_interaction,phase122_refractory_to_transition,phase122_light_to_non_fe
MBSTEEL-0080,Fe0.686C0.000469Mn0.000410Si0.000802Cr0.107Ni0.0671Mo0.0161Co0.0767W0.00745Al0.0376,1680.600000000,Cr,Al+Co+Cr+Ni,b18a07f1e2a97cc8,10,0.313746773,0.937555958,0.038885349,0.023558693,1.114790676,0.686253227,0.000469173,0.000410151,0.000802296,0.107039498,0.067124769,0.016105943,0.000000000,0.000000000,0.000000000,0.076728313,0.007452750,0.037613880,0.000000000,0.000050220,0.000007556,0.000000000,0.000000000,0.000003497,0.000000000,0.000000000,0.000000000,0.001081108,0.007185002,0.005150370,0.001723972,0.000031493,0.000035999,0.229229186,0.000061273,0.144263233,0.130598191,0.036457191,0.022087593,0.018840517,0.349761977,0.025127773,0.123938642
MBSTEEL-0081,Fe0.686C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.143Mo0.0185V0.000113Nb0.0000618Co0.150Al0.000638Ti0.00144,1267.100000000,Co,Co+Ni,8bc193c85104067d,12,0.314444788,0.978692025,0.001319144,0.020101758,0.918182811,0.685555212,0.000477690,0.000103933,0.000203868,0.000109929,0.142907282,0.018488005,0.000112927,0.000000000,0.000061760,0.149902743,0.000000000,0.000637586,0.001439066,0.000000053,0.000008832,0.000000054,0.000000030,0.000000000,0.000000687,0.000000918,0.000205653,0.002642071,0.000015710,0.021422194,0.000002032,0.000068265,0.000071607,0.298336240,0.000009655,0.292913958,0.020211687,0.001291036,0.019673430,0.005920285,0.288717799,0.020539411,0.004195153
MBSTEEL-0082,Fe0.686C0.000910Mn0.0000995Si0.0354Cr0.146Ni0.0475Mo0.000114V0.000107Nb0.0000588Co0.0825Al0.000405Ti0.000457,1226.400000000,Cr,Co+Cr+Ni+Si,d16a2367cff3eb79,12,0.313692054,0.962638436,0.036731481,0.000737131,1.024868961,0.686307946,0.000910409,0.000099545,0.035415891,0.146065540,0.047521323,0.000114051,0.000107048,0.000000000,0.000058826,0.082537034,0.000000000,0.000405182,0.000457205,0.000132979,0.000000104,0.000000097,0.000000054,0.000000000,0.000000416,0.000000185,0.000021727,0.000005420,0.006941228,0.003922269,0.000016659,0.000043264,0.000075142,0.234840573,0.000133650,0.130157902,0.146802670,0.035359135,0.000709591,0.019107528,0.321493249,0.000765740,0.117094075
MBSTEEL-0083,Fe0.687C0.000467Mn0.000102Si0.000200Cr0.0835Ni0.114Mo0.00573V0.000110Nb0.0000604Co0.0947Al0.00562Ti0.00832,1779.700000000,Ni,Co+Cr+Ni,5d0d62fa5f39c707,12,0.312869033,0.979598712,0.006288199,0.014223111,1.042369606,0.687130967,0.000467089,0.000102019,0.000200038,0.083515918,0.114021733,0.005731092,0.000110021,0.000000000,0.000060412,0.094718053,0.000000000,0.005621071,0.008321586,0.000039009,0.000002677,0.000000051,0.000000028,0.000000000,0.000003887,0.000046776,0.000948842,0.000653469,0.009522630,0.010799917,0.000478637,0.000053258,0.000044242,0.264134144,0.000045653,0.208841805,0.097739029,0.006159912,0.013932941,0.020411995,0.326125171,0.014519324,0.020098502
MBSTEEL-0084,Fe0.687C0.00974Mn0.000101Si0.000198Cr0.151Ni0.00883Mo0.0116V0.000109Nb0.000480Co0.131Al0.000620,1372.900000000,Cr,Co+Cr,5bdd087678c03514,11,0.313465470,0.977377338,0.010550847,0.012180741,0.960099390,0.686534530,0.009733401,0.000100932,0.000197866,0.150897691,0.008824017,0.011592141,0.000108926,0.000000000,0.000479675,0.130911242,0.000000000,0.000619580,0.000000000,0.001468748,0.000112831,0.000001060,0.000004669,0.000000000,0.000000000,0.000000000,0.000000000,0.000102289,0.001331524,0.001155163,0.001749227,0.000085888,0.001274212,0.245123606,0.001587308,0.139836191,0.163078433,0.010312159,0.011905180,0.022804267,0.300958007,0.012462680,0.033658722
MBSTEEL-0085,Fe0.687C0.0162Mn0.000101Si0.000199Cr0.0965Ni0.0142Mo0.0116V0.00328Nb0.0000600Co0.170Al0.000620Ti0.000233,1731.700000000,Co,Co+Cr,f46ee3754dbc9473,12,0.312995191,0.971087798,0.017019119,0.015173106,0.992183007,0.687004809,0.016200113,0.000101001,0.000199001,0.096500676,0.014200099,0.011600081,0.003280023,0.000000000,0.000060000,0.170001190,0.000000000,0.000620004,0.000233002,0.001563322,0.000187923,0.000053137,0.000000972,0.000000000,0.000003775,0.000000144,0.000003309,0.000164722,0.001370319,0.002414034,0.001119416,0.000230043,0.002754038,0.247611833,0.001809128,0.184302290,0.111673782,0.016527059,0.014734418,0.020581734,0.310548510,0.015624855,0.054375018
MBSTEEL-0086,Fe0.687Mn0.000102Si0.000199Cr0.119Ni0.0952Mo0.00716V0.000110Nb0.0000601Co0.0712W0.000851Al0.0118Ti0.00689,1729.400000000,Cr,Co+Cr+Ni,372d686b8d6333f1,12,0.312705907,0.973028359,0.012004137,0.015077552,1.055548491,0.687294093,0.000000000,0.000102044,0.000199085,0.119050942,0.095240754,0.007163065,0.000110047,0.000000000,0.000060126,0.071230480,0.000851364,0.011805051,0.006892949,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000081372,0.000656490,0.000682216,0.011338501,0.006784045,0.000852770,0.000000000,0.000000000,0.250663760,0.000000000,0.166573278,0.134128493,0.011680366,0.014670886,0.022342223,0.330076248,0.015495491,0.038387944
MBSTEEL-0087,Fe0.688C0.00877Mn0.000101Si0.00987Cr0.134Ni0.00898Mo0.00856V0.000109Nb0.0000597Co0.141Al0.000617,1311.100000000,Co,Co+Cr,a8c8dbef2f2fc85c,11,0.312045887,0.972125159,0.019255716,0.008728118,0.980094039,0.687954113,0.008769415,0.000100993,0.009869342,0.133991063,0.008979401,0.008559429,0.000108993,0.000000000,0.000059696,0.140990596,0.000000000,0.000616959,0.000000000,0.001175023,0.000075061,0.000000956,0.000000523,0.000000000,0.000000000,0.000000000,0.000000000,0.000076859,0.001203159,0.001266011,0.001146887,0.000078744,0.001236405,0.242081253,0.001251564,0.150070990,0.142719181,0.018718966,0.008484823,0.021418009,0.305834314,0.008978389,0.061707963
MBSTEEL-0088,Fe0.689C0.000476Mn0.000104Si0.000204Cr0.111Ni0.0683Mo0.0327V0.000112Nb0.0000615Co0.0975Al0.000636,1486.200000000,Cr,Co+Cr+Mo+Ni,896e550ec28bd834,11,0.311064415,0.965925686,0.001315877,0.032870427,1.035410508,0.688935585,0.000475955,0.000103990,0.000203981,0.110989622,0.068293615,0.032696943,0.000111990,0.000000000,0.000061494,0.097490885,0.000000000,0.000635941,0.000000000,0.000052826,0.000015562,0.000000053,0.000000029,0.000000000,0.000000000,0.000000000,0.000000000,0.002232992,0.007579883,0.006658005,0.003629021,0.000032505,0.000046401,0.269797574,0.000068471,0.165888490,0.143860049,0.001271039,0.031750390,0.023864726,0.322079364,0.034029975,0.004230240
MBSTEEL-0089,Fe0.689C0.00193Mn0.000105Si0.000206Cr0.000111Ni0.185Mo0.0362V0.000114Nb0.0000623Co0.0785Al0.00343Ti0.00507,1012.800000000,Ni,Co+Mo+Ni,5e7f37ea1b56465b,12,0.310812748,0.953088954,0.005567513,0.041457564,0.952390861,0.689187252,0.001930525,0.000105029,0.000206056,0.000111030,0.185050278,0.036209838,0.000114031,0.000000000,0.000062317,0.078521334,0.000000000,0.003430932,0.005071378,0.000000214,0.000069904,0.000000220,0.000000120,0.000000000,0.000009790,0.000017400,0.000938460,0.006700641,0.000020546,0.014530395,0.000004020,0.000357244,0.000151587,0.295731850,0.000080249,0.263676641,0.041568594,0.005306335,0.039512746,0.010960667,0.296015221,0.043498106,0.017912756
MBSTEEL-0090,Fe0.690C0.00697Mn0.000102Si0.000199Cr0.150Ni0.00885Mo0.0116V0.000110Nb0.000481Co0.130Al0.000621,1278.200000000,Cr,Co+Cr,8d616dd22ce0cd3f,11,0.309262984,0.980107775,0.007798321,0.012204022,0.945818893,0.690737016,0.006977445,0.000102109,0.000199213,0.150160221,0.008859453,0.011612390,0.000110117,0.000000000,0.000481514,0.130138858,0.000000000,0.000621663,0.000000000,0.001047735,0.000081025,0.000000768,0.000003360,0.000000000,0.000000000,0.000000000,0.000000000,0.000102879,0.001330337,0.001152959,0.001743719,0.000061816,0.000908037,0.243970816,0.001132888,0.139100420,0.162364242,0.007643195,0.011961257,0.022584934,0.292506773,0.012451714,0.025215824
MBSTEEL-0091,Fe0.690C0.00785Mn0.000101Si0.0154Cr0.134Ni0.00898Mo0.0115V0.000109Nb0.000477Co0.132Al0.000617,1368.500000000,Cr,Co+Cr,01a9164b35b930a5,11,0.310712723,0.964193024,0.023842347,0.012073516,0.998783899,0.689287277,0.007841891,0.000100896,0.015384093,0.133861587,0.008970724,0.011488121,0.000108887,0.000000000,0.000476507,0.131863653,0.000000000,0.000616363,0.000000000,0.001049728,0.000090089,0.000000854,0.000003737,0.000000000,0.000000000,0.000000000,0.000000000,0.000103057,0.001200835,0.001182912,0.001537818,0.000070347,0.001034060,0.238643642,0.001144407,0.140935273,0.145935102,0.022988625,0.011641200,0.020567403,0.310334865,0.012521887,0.076734376
MBSTEEL-0092,Fe0.690C0.00970Mn0.000101Si0.0111Cr0.134Ni0.00936Mo0.0114V0.00370Nb0.000478Co0.129Al0.000617,1280.700000000,Cr,Co+Cr,d929c2ca136a6cbc,11,0.309624436,0.966686878,0.021428657,0.015586479,1.009067472,0.690375564,0.009705280,0.000101055,0.011106042,0.134072936,0.009365095,0.011406205,0.003702014,0.000000000,0.000478260,0.129070214,0.000000000,0.000617336,0.000000000,0.001301215,0.000110700,0.000035929,0.000004642,0.000000000,0.000000000,0.000000000,0.000000000,0.000106820,0.001255606,0.001208755,0.001529263,0.000090891,0.001252663,0.235298403,0.001452487,0.138536364,0.149659415,0.020714802,0.015067245,0.020733271,0.312431947,0.016123607,0.069208546
MBSTEEL-0093,Fe0.692C0.00837Mn0.00112Si0.00179Cr0.000107Ni0.169Mo0.000116V0.0474Nb0.0000601Co0.0764Al0.00228Ti0.000933,1605.400000000,Ni,Co+Ni+V,6440cc70b2f0dc4e,12,0.307706537,0.986445154,0.012445276,0.048529672,0.978194935,0.692293463,0.008373550,0.001120475,0.001790759,0.000107045,0.169071669,0.000116049,0.047420101,0.000000000,0.000060125,0.076432400,0.000000000,0.002280967,0.000933396,0.000000896,0.000000972,0.000397075,0.000000503,0.000000000,0.000007816,0.000002129,0.000157811,0.000019621,0.000018098,0.012922553,0.000000012,0.001415730,0.000640011,0.239048832,0.000407262,0.246624544,0.048636716,0.012276582,0.047871860,0.011995008,0.300996976,0.049196523,0.040445277
MBSTEEL-0094,Fe0.692C0.00968Mn0.000101Si0.0144Cr0.133Ni0.00887Mo0.0114V0.000109Nb0.000477Co0.130Al0.000616,1369.500000000,Cr,Co+Cr,776cb755b7c777ff,11,0.308451581,0.963450867,0.024679884,0.011978178,0.997317507,0.691548419,0.009673683,0.000100934,0.014390603,0.132913208,0.008864212,0.011392561,0.000108929,0.000000000,0.000476689,0.129915165,0.000000000,0.000615598,0.000000000,0.001285760,0.000110208,0.000001054,0.000004611,0.000000000,0.000000000,0.000000000,0.000000000,0.000100986,0.001178171,0.001151596,0.001514222,0.000085750,0.001256758,0.235716478,0.001401633,0.138880311,0.144891387,0.023777856,0.011540386,0.020122561,0.307624162,0.012432578,0.080012182
MBSTEEL-0095,Fe0.693C0.000454Mn0.0000993Si0.0334Cr0.165Ni0.0381Mo0.000114V0.000107Nb0.0000587Co0.0685Al0.000405Ti0.000456,1205.800000000,Cr,Co+Cr+Ni+Si,60f7ebbb848eac9e,12,0.306787877,0.965101621,0.034269486,0.000735925,0.986771792,0.693212123,0.000454139,0.000099330,0.033410224,0.165050505,0.038111662,0.000114035,0.000107033,0.000000000,0.000058718,0.068520967,0.000000000,0.000405124,0.000456140,0.000074956,0.000000052,0.000000049,0.000000027,0.000000000,0.000000207,0.000000185,0.000017384,0.000004346,0.006290349,0.002611448,0.000018822,0.000017308,0.000031118,0.225504123,0.000075290,0.106731959,0.165786431,0.033073536,0.000710242,0.017694711,0.302729623,0.000762536,0.111704173
MBSTEEL-0096,Fe0.693C0.00877Mn0.000101Si0.0144Cr0.133Ni0.00897Mo0.0114V0.000109Nb0.000477Co0.130Al0.000616,1275.300000000,Cr,Co+Cr,5c5781060a27b894,11,0.307583707,0.964367039,0.023765965,0.011975904,0.993706114,0.692416293,0.008762613,0.000100915,0.014387871,0.132887975,0.008962445,0.011390398,0.000108908,0.000000000,0.000476598,0.129890502,0.000000000,0.000615481,0.000000000,0.001164446,0.000099810,0.000000954,0.000004176,0.000000000,0.000000000,0.000000000,0.000000000,0.000102086,0.001191001,0.001164136,0.001513647,0.000078534,0.001138180,0.235771644,0.001269386,0.138953862,0.144863879,0.022919113,0.011549167,0.020129395,0.305647810,0.012418409,0.077266658
MBSTEEL-0097,Fe0.694C0.0103Mn0.000102Si0.000200Cr0.0917Ni0.0440Mo0.00877V0.00308Nb0.0000604Co0.146W0.00153Al0.000624Ti0.000352,1575.500000000,Co,Co+Cr+Ni,2059daf0c0e1b0be,13,0.306498212,0.978179276,0.011116014,0.013782499,1.017977125,0.693501788,0.010292606,0.000101927,0.000199856,0.091634170,0.043968413,0.008763704,0.003077789,0.000000000,0.000060357,0.145895189,0.001528902,0.000623552,0.000351747,0.000943154,0.000090201,0.000031678,0.000000621,0.000015736,0.000003620,0.000000219,0.000015466,0.000385326,0.004029009,0.006414780,0.000803055,0.000452550,0.001501642,0.249158804,0.001085012,0.189965529,0.105416669,0.010873455,0.013481755,0.020025533,0.312008169,0.014089952,0.036267794
MBSTEEL-0098,Fe0.695C0.00971Mn0.000101Si0.00988Cr0.134Ni0.00889Mo0.0115V0.000109Nb0.000478Co0.130Al0.000617,1369.500000000,Cr,Co+Cr,874187f1bb97fdcc,11,0.305198019,0.967824170,0.020201243,0.012083556,0.981530864,0.694801981,0.009707233,0.000100971,0.009877185,0.133961821,0.008887467,0.011496723,0.000108969,0.000000000,0.000477864,0.129962961,0.000000000,0.000616824,0.000000000,0.001300399,0.000111601,0.000001058,0.000004639,0.000000000,0.000000000,0.000000000,0.000000000,0.000102177,0.001190581,0.001155042,0.001540122,0.000086273,0.001261581,0.235277346,0.001417697,0.138951399,0.146045377,0.019551251,0.011694758,0.020293209,0.299561275,0.012485280,0.066190610
MBSTEEL-0099,Fe0.695C0.0106Mn0.000101Si0.0103Cr0.133Ni0.00898Mo0.0114V0.000109Nb0.000478Co0.130Al0.000617,1359.700000000,Cr,Co+Cr,bfc7d9d64c0c736e,11,0.305406337,0.966624525,0.021504420,0.011979992,0.985213984,0.694593663,0.010593803,0.000100941,0.010293978,0.132922240,0.008974750,0.011393335,0.000108936,0.000000000,0.000477721,0.129923994,0.000000000,0.000616639,0.000000000,0.001408152,0.000120699,0.000001154,0.000005061,0.000000000,0.000000000,0.000000000,0.000000000,0.000102252,0.001192944,0.001166035,0.001514428,0.000095077,0.001376389,0.234613151,0.001535066,0.138999685,0.144902232,0.020786700,0.011580154,0.020141365,0.300890594,0.012393635,0.070412488
MBSTEEL-0100,Fe0.696C0.00143Mn0.000105Si0.000204Cr0.000110Ni0.180Mo0.0293V0.000113Nb0.0000618Co0.0682Al0.00319Ti0.0212,1233.300000000,Ni,Co+Mo+Ni+Ti,82c4567ad17ca59a,12,0.303940000,0.944609425,0.004824416,0.050679169,0.962192337,0.696060000,0.001430123,0.000105009,0.000204018,0.000110009,0.180015517,0.029302526,0.000113010,0.000000000,0.000061805,0.068205879,0.000000000,0.003190275,0.021201828,0.000000157,0.000041906,0.000000162,0.000000088,0.000000000,0.000030321,0.000067640,0.003816658,0.005274909,0.000019803,0.012278117,0.000003224,0.000257444,0.000097543,0.273813802,0.000072635,0.248326405,0.050789178,0.004557189,0.047872021,0.012612294,0.292448739,0.053650925,0.015872922
MBSTEEL-0101,Fe0.696C0.00878Mn0.000101Si0.00989Cr0.135Ni0.00927Mo0.0113V0.000109Nb0.000120Co0.129Al0.000617,1376.300000000,Cr,Co+Cr,44da4ed3a1b99788,11,0.304130128,0.969298741,0.019283394,0.011526844,0.975605797,0.695869872,0.008778358,0.000100981,0.009888151,0.134974760,0.009268267,0.011297887,0.000108980,0.000000000,0.000119978,0.128975882,0.000000000,0.000616885,0.000000000,0.001184857,0.000099177,0.000000957,0.000001053,0.000000000,0.000000000,0.000000000,0.000000000,0.000104712,0.001250982,0.001195383,0.001524930,0.000081360,0.001132196,0.235263406,0.001286044,0.138345130,0.146501605,0.018691370,0.011172955,0.020267784,0.296711116,0.011891942,0.063405076
MBSTEEL-0102,Fe0.696C0.00925Mn0.000101Si0.000198Cr0.148Ni0.0107Mo0.00573V0.000109Nb0.000538Co0.129Al0.000617,1376.700000000,Cr,Co+Cr,06ff6df0e3710d74,11,0.304169087,0.983670968,0.010062555,0.006375451,0.932866549,0.695830913,0.009247753,0.000100975,0.000197952,0.147964045,0.010697401,0.005728608,0.000108974,0.000000000,0.000537869,0.128968661,0.000000000,0.000616850,0.000000000,0.001368335,0.000052977,0.000001008,0.000004974,0.000000000,0.000000000,0.000000000,0.000000000,0.000061281,0.001582831,0.001379629,0.000847628,0.000098927,0.001192670,0.236745272,0.001427294,0.139767037,0.154339496,0.009898243,0.006271346,0.021571574,0.283749167,0.006481284,0.033082109
MBSTEEL-0103,Fe0.696C0.00974Mn0.000101Si0.000198Cr0.150Ni0.0000949Mo0.0116V0.000109Nb0.000480Co0.130Al0.000619,1348.900000000,Cr,Co+Cr,8e2da370041c17c5,11,0.303262782,0.977339022,0.010568182,0.012201911,0.911479190,0.696737218,0.009750317,0.000101107,0.000198210,0.150158883,0.000095001,0.011612287,0.000109115,0.000000000,0.000480508,0.130137699,0.000000000,0.000619656,0.000000000,0.001464097,0.000113223,0.000001064,0.000004685,0.000000000,0.000000000,0.000000000,0.000000000,0.000001103,0.000014265,0.000012363,0.001743688,0.000000926,0.001268884,0.235203570,0.001583069,0.130333807,0.162360793,0.010328697,0.011925404,0.021161100,0.276417715,0.012484829,0.034848266
MBSTEEL-0104,Fe0.697C0.00972Mn0.000101Si0.00732Cr0.135Ni0.00909Mo0.0115V0.000109Nb0.000479Co0.130Al0.000618,1332.700000000,Cr,Co+Cr,325609740499a80a,11,0.303652478,0.970390744,0.017641470,0.012076684,0.972449669,0.696347522,0.009710901,0.000100905,0.007313148,0.134873623,0.009081491,0.011489235,0.000108898,0.000000000,0.000478552,0.129878304,0.000000000,0.000617421,0.000000000,0.001309744,0.000111571,0.000001057,0.000004647,0.000000000,0.000000000,0.000000000,0.000000000,0.000104339,0.001224854,0.001179489,0.001549595,0.000088189,0.001261235,0.235255966,0.001427020,0.139060700,0.146950308,0.017119119,0.011719102,0.020435013,0.295286752,0.012445176,0.058097566
MBSTEEL-0105,Fe0.699C0.000478Mn0.000104Si0.000204Cr0.000110Ni0.166Mo0.0287V0.00383Nb0.0000618Co0.0847Al0.00829Ti0.00803,1287.300000000,Ni,Co+Mo+Ni,9a082eb57eb79c5c,12,0.300655783,0.954213664,0.008976418,0.040641804,0.967129786,0.699344217,0.000478235,0.000104051,0.000204100,0.000110054,0.166081745,0.028714133,0.003831886,0.000000000,0.000061830,0.084741710,0.000000000,0.008294082,0.008033954,0.000000053,0.000013732,0.000001833,0.000000030,0.000000000,0.000003842,0.000066634,0.001334293,0.004768893,0.000018278,0.014074051,0.000003160,0.000079426,0.000040526,0.274114719,0.000019489,0.250927506,0.040751857,0.008565421,0.038780965,0.010225762,0.290773163,0.042591933,0.029856130
MBSTEEL-0106,Fe0.699C0.000946Mn0.000103Si0.000202Cr0.000109Ni0.140Mo0.00545V0.000112Nb0.0000612Co0.148Al0.000632Ti0.00487,1212.000000000,Co,Co+Ni,ed715cbcc99e52a3,12,0.300639969,0.987832536,0.001780917,0.010498605,0.879120564,0.699360031,0.000946487,0.000103053,0.000202104,0.000109056,0.140072109,0.005452807,0.000112058,0.000000000,0.000061232,0.148076230,0.000000000,0.000632326,0.004872508,0.000000103,0.000005161,0.000000106,0.000000058,0.000000000,0.000004612,0.000003081,0.000682502,0.000763786,0.000015276,0.020741350,0.000000595,0.000132576,0.000140152,0.279516995,0.000010040,0.288251392,0.010607661,0.001759248,0.010370864,0.003057673,0.264298779,0.010627920,0.005923753
MBSTEEL-0107,Fe0.700C0.000479Mn0.000523Si0.00102Cr0.000111Ni0.170Mo0.0298V0.000113Nb0.0000619Co0.0771Al0.00277Ti0.0180,2356.400000000,Ni,Co+Mo+Ni,787a46fe2b786078,12,0.299984530,0.947867948,0.004269094,0.047975960,0.959081004,0.700015470,0.000479011,0.000523012,0.001020023,0.000111002,0.170003757,0.029800659,0.000113002,0.000000000,0.000061901,0.077101704,0.000000000,0.002770061,0.018000398,0.000000053,0.000014275,0.000000054,0.000000030,0.000000000,0.000008622,0.000049862,0.003060135,0.005066224,0.000018871,0.013107579,0.000003308,0.000081434,0.000036933,0.272768929,0.000023034,0.247628473,0.048086962,0.004046537,0.045474875,0.011907701,0.287709464,0.050614603,0.014231047
MBSTEEL-0108,Fe0.700C0.00927Mn0.000101Si0.00594Cr0.133Ni0.00901Mo0.0114V0.000109Nb0.000479Co0.130Al0.000619,1299.800000000,Cr,Co+Cr,e412fd9aa691d85a,11,0.299949596,0.972290005,0.015830140,0.011988863,0.960649735,0.700050404,0.009270667,0.000101007,0.005940428,0.133009577,0.009010649,0.011400821,0.000109008,0.000000000,0.000479034,0.130009361,0.000000000,0.000619045,0.000000000,0.001233087,0.000105693,0.000001011,0.000004441,0.000000000,0.000000000,0.000000000,0.000000000,0.000102729,0.001198503,0.001171469,0.001516418,0.000083535,0.001205273,0.233489212,0.001344232,0.139121017,0.144998440,0.015391487,0.011656652,0.020172330,0.288146500,0.012330542,0.052776000
MBSTEEL-0109,Fe0.701C0.00750Mn0.000102Si0.000200Cr0.154Ni0.0000959Mo0.0289V0.00508N0.00121Nb0.0000606Co0.101Al0.000835,1405.600000000,Cr,Co+Cr+Mo,40b020d11ca92438,12,0.298988433,0.961293761,0.009745161,0.034041162,0.952800618,0.701011567,0.007500124,0.000102002,0.000200003,0.154002541,0.000095902,0.028900477,0.005080084,0.001210020,0.000060601,0.101001667,0.000000000,0.000835014,0.000000000,0.001155038,0.000216757,0.000038101,0.000000455,0.000000000,0.000000000,0.000000000,0.000000000,0.000002772,0.000014769,0.000009686,0.004450747,0.000000719,0.000757525,0.230690507,0.001410351,0.102409591,0.188043703,0.009367962,0.032723557,0.019257479,0.284876364,0.035411820,0.032593773
MBSTEEL-0110,Fe0.702C0.000943Mn0.000103Si0.000202Cr0.000109Ni0.142Mo0.000118V0.000111Nb0.0000609Co0.149Al0.000629Ti0.00509,1144.800000000,Co,Co+Ni,d658e75886652530,12,0.298256768,0.992959676,0.001773351,0.005377932,0.853689270,0.701743232,0.000942655,0.000102962,0.000201926,0.000108960,0.141948061,0.000117957,0.000110959,0.000000000,0.000060878,0.148945501,0.000000000,0.000628770,0.005088138,0.000000103,0.000000111,0.000000105,0.000000057,0.000000000,0.000004796,0.000003199,0.000722251,0.000016744,0.000015467,0.021142525,0.000000013,0.000133808,0.000140404,0.276306799,0.000005172,0.290996524,0.005486892,0.001760866,0.005340070,0.001596666,0.254618603,0.005416063,0.005945719
MBSTEEL-0111,Fe0.702C0.00930Mn0.000102Si0.000199Cr0.133Ni0.0115Mo0.0117V0.000110Nb0.000481Co0.131Al0.000621,1423.800000000,Cr,Co+Cr,f7922c243d12d67e,11,0.298009126,0.977699290,0.010119868,0.012290840,0.941758807,0.701990874,0.009299879,0.000101999,0.000198997,0.132998271,0.011499851,0.011699848,0.000109999,0.000000000,0.000480994,0.130998297,0.000000000,0.000620992,0.000000000,0.001236868,0.000108807,0.000001023,0.000004473,0.000000000,0.000000000,0.000000000,0.000000000,0.000134547,0.001529460,0.001506461,0.001556060,0.000106947,0.001218268,0.235467440,0.001351171,0.142600147,0.145289112,0.009894188,0.012016746,0.020718249,0.280652719,0.012571186,0.033958249
MBSTEEL-0112,Fe0.702Mn0.000102Si0.000200Cr0.154Ni0.0793Mo0.0152V0.000110Nb0.0000604Co0.0409Al0.00208Ti0.00574,1350.400000000,Cr,Co+Cr+Ni,7b8cf7abbbfa2147,11,0.297783998,0.976712437,0.002280702,0.021116896,0.978538574,0.702216002,0.000000000,0.000102031,0.000200062,0.154047385,0.079324400,0.015204677,0.000110034,0.000000000,0.000060419,0.040912585,0.000000000,0.002080640,0.005741766,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000011947,0.000455462,0.001206102,0.012219716,0.003245366,0.002342241,0.000000000,0.000000000,0.240804872,0.000000000,0.120339016,0.175164281,0.002227590,0.020625135,0.021079097,0.291393129,0.021620382,0.007658914
MBSTEEL-0113,Fe0.702Mn0.000102Si0.000200Cr0.154Ni0.0802Mo0.0146V0.000110Nb0.0000604Co0.0409Al0.00249Ti0.00551,1274.700000000,Cr,Co+Cr+Ni,123b4acc34e887fe,11,0.298121004,0.977143540,0.002689536,0.020276904,0.979123225,0.701878996,0.000000000,0.000101982,0.000199966,0.153973455,0.080186176,0.014597483,0.000109981,0.000000000,0.000060390,0.040892950,0.000000000,0.002489571,0.005509050,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000013715,0.000441750,0.001170516,0.012346543,0.003279049,0.002247625,0.000000000,0.000000000,0.240929263,0.000000000,0.121181108,0.174250359,0.002628063,0.019813446,0.021115852,0.291897199,0.020751203,0.009021625
MBSTEEL-0114,Fe0.703C0.000908Mn0.0000992Si0.0375Cr0.146Ni0.0557Mo0.000114V0.000107Nb0.0000587Co0.0555Al0.000606Ti0.000569,1130.000000000,Cr,Co+Cr+Ni+Si,7d42306d2ef84d87,12,0.297113797,0.960250735,0.039007685,0.000848563,0.991711949,0.702886203,0.000907853,0.000099184,0.037493930,0.145976366,0.055690984,0.000113982,0.000106983,0.000000000,0.000058690,0.055491016,0.000000000,0.000605902,0.000568908,0.000132525,0.000000103,0.000000097,0.000000053,0.000000000,0.000000516,0.000000345,0.000031683,0.000006348,0.008129567,0.003090349,0.000016639,0.000050559,0.000050378,0.219229587,0.000133295,0.111281184,0.146824929,0.037457158,0.000814833,0.016338852,0.294651303,0.000883689,0.131288703
