x,y,t,target_intensity_mean,target_intensity_std,target_intensity_min,target_intensity_max,target_intensity_q90,source_layer_index,target_layer_index,target_camera_code,source_x_mean,source_y_mean,source_p_mean,source_t_mean,source_x_range,source_y_range,source_p_range,source_t_range,source_p_nonzero_fraction,source_rows_read,source_rows_truncated,target_pixel_count,target_width,target_height,target_bits_per_pixel,split_name,row_id,source_member_name,target_member_name,target_center_mean,target_periphery_mean,target_center_periphery_contrast,target_hot_fraction_q90,target_top_half_mean,target_bottom_half_mean,target_left_half_mean,target_right_half_mean,target_vertical_contrast,target_horizontal_contrast,target_quadrant_contrast,target_grid_max_mean,target_grid_min_mean,target_grid_mean_range,target_local_variance_mean,target_gradient_mean,target_gradient_q90,target_sample_stride,target_sampled_width,target_sampled_height,target_sampled_pixel_count,target_intensity_q90_recomputed,target_camera_pair_mean_delta,target_camera_pair_std_delta,target_camera_pair_gradient_delta
-0.330481,-1.625305,43,105.280693,25.410093,22,255,133.000000,43,43,0,-0.330481,-1.625305,144.602580,0.002313,91.010000,50.810000,234.893679,2.000000,0.809672,3283469,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0043,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0043.csv,In-situ Meas Data/Layer Camera/A0043.bmp,130.355757,102.871332,27.484425,0.109312,116.759872,102.945760,105.531104,114.174528,13.814112,-8.643424,22.457536,138.582949,76.283666,62.299283,22.585936,7.084021,12.206556,8,250,250,62500,137.000000,0.186760,-3.234898,-2.172036
-2.353194,-1.296922,44,105.801328,25.153224,22,255,133.000000,44,44,0,-2.353194,-1.296922,138.881424,0.002578,91.010000,50.810009,234.910066,2.000000,0.783851,2914732,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0044,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0044.csv,In-situ Meas Data/Layer Camera/A0044.bmp,130.312295,103.601664,26.710631,0.112480,117.489312,103.283872,106.262720,114.510464,14.205440,-8.247744,22.453184,138.624680,76.851510,61.773169,25.443575,7.137165,12.206556,8,250,250,62500,137.000000,0.562106,-3.800380,-2.069033
-0.164062,-1.703205,45,105.268344,25.322546,22,255,133.000000,45,45,0,-0.164062,-1.703205,146.542351,0.003527,91.010000,50.810000,234.900266,2.000000,0.813919,3161393,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0045,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0045.csv,In-situ Meas Data/Layer Camera/A0045.bmp,130.153628,102.940996,27.212632,0.107088,116.731200,102.975680,105.470176,114.236704,13.755520,-8.766528,22.522048,138.196621,76.336662,61.859959,23.955655,7.070506,12.165525,8,250,250,62500,137.000000,-2.860481,-4.721298,-1.976766
-2.169347,-3.639341,46,105.300342,25.373510,22,255,133.000000,46,46,0,-2.169347,-3.639341,145.023131,0.001693,91.010000,50.810000,304.077330,2.000000,0.808749,3425359,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0046,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0046.csv,In-situ Meas Data/Layer Camera/A0046.bmp,130.081318,102.958648,27.122670,0.107344,116.836864,102.859616,105.534656,114.161824,13.977248,-8.627168,22.604416,138.316692,76.421915,61.894777,24.941738,7.062050,12.165525,8,250,250,62500,137.000000,1.211325,-3.260667,-2.386984
-0.345934,-1.736964,47,105.205935,25.278312,22,255,133.000000,47,47,0,-0.345934,-1.736964,143.939842,0.002096,91.010000,50.810000,234.917413,2.000000,0.810534,3273018,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0047,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0047.csv,In-situ Meas Data/Layer Camera/A0047.bmp,130.086357,102.883365,27.202992,0.107808,116.767680,102.819040,105.456640,114.130080,13.948640,-8.673440,22.622080,138.338710,76.385817,61.952893,22.811449,7.014949,12.083046,8,250,250,62500,137.000000,-2.670257,-4.095541,-2.177343
-2.596843,-1.152713,48,105.228977,25.330716,22,255,133.000000,48,48,0,-2.596843,-1.152713,138.087391,0.003174,91.010000,50.810000,234.965609,2.000000,0.786037,2930018,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0048,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0048.csv,In-situ Meas Data/Layer Camera/A0048.bmp,129.921328,102.963045,26.958283,0.109328,116.879488,102.742272,105.391072,114.230688,14.137216,-8.839616,22.976832,138.472350,76.240911,62.231439,24.134832,7.059002,12.165525,8,250,250,62500,137.000000,-0.334467,-3.472294,-2.142117
-0.136776,-1.772198,49,105.386478,25.253857,20,255,133.000000,49,49,0,-0.136776,-1.772198,146.821433,0.001660,91.010000,50.810000,234.903680,2.000000,0.811914,3194243,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0049,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0049.csv,In-situ Meas Data/Layer Camera/A0049.bmp,130.072436,103.135359,26.937077,0.111360,117.022560,102.933056,105.700256,114.255360,14.089504,-8.555104,22.644608,138.224526,76.469022,61.755504,20.718626,6.966802,12.165525,8,250,250,62500,137.000000,0.804170,-3.847174,-1.907769
-2.067222,-3.590560,50,105.311073,25.311163,22,255,133.000000,50,50,0,-2.067222,-3.590560,144.464767,0.001729,91.010997,50.810000,234.885139,2.000000,0.811010,3446435,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0050,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0050.csv,In-situ Meas Data/Layer Camera/A0050.bmp,129.890716,103.069771,26.820945,0.107344,116.930464,102.834976,105.544928,114.220512,14.095488,-8.675584,22.771072,138.377880,76.552995,61.824885,23.040721,7.020355,12.165525,8,250,250,62500,137.000000,0.482552,-3.285730,-2.305415
-0.537092,-1.425133,51,105.317742,25.148919,21,255,132.000000,51,51,0,-0.537092,-1.425133,144.241097,0.003440,91.010997,50.810000,234.919915,2.000000,0.804821,3192944,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0051,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0051.csv,In-situ Meas Data/Layer Camera/A0051.bmp,129.917297,103.073095,26.844201,0.104016,116.870112,102.913792,105.731168,114.052736,13.956320,-8.321568,22.277888,137.815924,76.701485,61.114439,22.169485,7.026802,12.165525,8,250,250,62500,137.000000,0.176304,-3.499756,-2.051339
-2.567032,-1.183005,52,105.269756,25.278498,22,255,133.000000,52,52,0,-2.567032,-1.183005,138.568894,0.001996,91.010000,50.810000,234.905485,2.000000,0.786633,2934395,false,4000000,2000,2000,8,val,In-situ Meas Data/Layer Camera/A{index}.bmp::0052,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0052.csv,In-situ Meas Data/Layer Camera/A0052.bmp,129.943185,102.965125,26.978059,0.106976,116.868640,102.767328,105.391136,114.244832,14.101312,-8.853696,22.955008,138.681516,76.235279,62.446237,23.374718,7.011562,12.083046,8,250,250,62500,137.000000,0.314941,-3.538286,-2.091930
-0.037943,-1.893601,53,105.304797,25.218901,21,255,133.000000,53,53,0,-0.037943,-1.893601,147.221135,0.002319,91.010000,50.810000,234.852945,2.000000,0.812725,3237328,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0053,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0053.csv,In-situ Meas Data/Layer Camera/A0053.bmp,130.028282,102.986766,27.041515,0.105264,116.927104,102.784384,105.585408,114.126080,14.142720,-8.540672,22.683392,138.440092,76.386073,62.054019,22.975086,7.047092,12.165525,8,250,250,62500,137.000000,-4.070358,-5.026360,-1.896974
-1.923158,-3.667425,54,105.144149,25.148570,21,255,132.000000,54,54,0,-1.923158,-3.667425,144.871006,0.004021,91.010000,50.810000,234.906645,2.000000,0.804871,3383077,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0054,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0054.csv,In-situ Meas Data/Layer Camera/A0054.bmp,129.565382,102.910690,26.654692,0.102448,116.726336,102.636480,105.394048,113.968768,14.089856,-8.574720,22.664576,137.553507,76.325141,61.228367,21.340196,7.009560,12.083046,8,250,250,62500,137.000000,0.498677,-3.361069,-2.272353
-0.731160,-1.156051,55,105.360443,25.267202,22,255,133.000000,55,55,0,-0.731160,-1.156051,142.711328,0.002372,91.010000,50.810000,234.918001,2.000000,0.803094,3201905,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0055,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0055.csv,In-situ Meas Data/Layer Camera/A0055.bmp,130.179957,103.082468,27.097489,0.111264,117.080960,102.850368,105.681888,114.249440,14.230592,-8.567552,22.798144,138.469022,76.346390,62.122632,22.460013,6.988749,12.083046,8,250,250,62500,137.000000,-3.564689,-4.754974,-2.250110
-2.317048,-1.310144,56,105.332098,25.137272,20,255,133.000000,56,56,0,-2.317048,-1.310144,139.966823,0.002570,91.010000,50.810000,234.860202,2.000000,0.787012,2913440,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0056,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0056.csv,In-situ Meas Data/Layer Camera/A0056.bmp,129.755165,103.122684,26.632481,0.107200,116.978624,102.796896,105.489696,114.285824,14.181728,-8.796128,22.977856,138.275218,76.548131,61.727087,22.863718,7.035211,12.165525,8,250,250,62500,137.000000,-0.538423,-3.588672,-2.057775
-0.205736,-1.875114,57,105.269227,25.095077,21,255,132.000000,57,57,0,-0.205736,-1.875114,146.111058,0.003593,91.010000,50.810036,234.875145,2.000000,0.812951,3323498,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0057,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0057.csv,In-situ Meas Data/Layer Camera/A0057.bmp,129.725561,103.089868,26.635693,0.105696,116.901792,102.809728,105.466880,114.244640,14.092064,-8.777760,22.869824,138.155914,76.592678,61.563236,22.910827,6.974695,12.083046,8,250,250,62500,137.000000,1.245276,-3.034733,-1.827210
-2.027792,-3.802426,58,105.298013,25.228622,20,255,133.000000,58,58,0,-2.027792,-3.802426,143.825367,0.001668,91.010000,50.810000,235.026259,2.000000,0.808473,3426603,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0058,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0058.csv,In-situ Meas Data/Layer Camera/A0058.bmp,129.814311,103.083476,26.730835,0.109568,117.069216,102.677856,105.461440,114.285632,14.391360,-8.824192,23.215552,138.353815,76.345110,62.008705,23.286846,7.072049,12.206556,8,250,250,62500,137.000000,0.413328,-3.201236,-2.194975
-0.777442,-1.123449,59,105.229731,25.196715,21,255,133.000000,59,59,0,-0.777442,-1.123449,142.507448,0.002189,91.010000,50.810000,234.929196,2.000000,0.800512,3155674,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0059,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0059.csv,In-situ Meas Data/Layer Camera/A0059.bmp,129.890338,102.925639,26.964698,0.108752,116.909952,102.640256,105.343936,114.206272,14.269696,-8.862336,23.132032,138.430108,76.088070,62.342038,20.529254,6.991996,12.083046,8,250,250,62500,137.000000,-0.294344,-3.469431,-2.198607
-2.276205,-1.496130,60,105.429058,25.183868,20,255,133.000000,60,60,0,-2.276205,-1.496130,139.838002,0.003336,91.010000,50.810000,234.925219,2.000000,0.787063,2933834,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0060,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0060.csv,In-situ Meas Data/Layer Camera/A0060.bmp,130.160998,103.152883,27.008115,0.108768,117.042624,102.984128,105.810400,114.216352,14.058496,-8.405952,22.464448,138.357911,76.508449,61.849462,22.291894,6.992421,12.083046,8,250,250,62500,137.000000,-0.181847,-3.657286,-2.135709
-0.040257,-2.003624,61,105.462976,25.196806,22,255,133.000000,61,61,0,-0.040257,-2.003624,146.631334,0.001590,91.010000,50.810013,234.891452,2.000000,0.814653,3368986,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0061,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0061.csv,In-situ Meas Data/Layer Camera/A0061.bmp,130.113316,103.291695,26.821620,0.111680,117.216224,102.993408,105.883552,114.326080,14.222816,-8.442528,22.665344,138.737071,76.675115,62.061956,22.717128,7.048219,12.083046,8,250,250,62500,137.000000,-2.405266,-4.238739,-1.941497
-1.979565,-3.493515,62,105.187168,25.257824,22,255,133.000000,62,62,0,-1.979565,-3.493515,144.141978,0.001758,91.010000,50.810000,409.831913,2.000000,0.804004,3375376,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0062,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0062.csv,In-situ Meas Data/Layer Camera/A0062.bmp,129.762031,102.995496,26.766535,0.107136,116.924736,102.664512,105.398112,114.191136,14.260224,-8.793024,23.053248,138.129288,76.085253,62.044035,24.047545,7.058083,12.165525,8,250,250,62500,137.000000,0.496599,-3.397856,-2.220111
-0.736946,-1.219649,63,105.319366,25.247867,22,255,133.000000,63,63,0,-0.736946,-1.219649,142.485041,0.003336,91.010000,50.810000,234.928208,2.000000,0.797849,3129790,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0063,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0063.csv,In-situ Meas Data/Layer Camera/A0063.bmp,130.127299,102.980289,27.147010,0.110768,117.015488,102.736640,105.571392,114.180736,14.278848,-8.609344,22.888192,138.545059,76.242448,62.302611,23.344216,7.070928,12.206556,8,250,250,62500,137.000000,-3.377677,-4.409795,-2.090970
-2.265941,-1.621930,64,105.205168,25.198500,22,255,133.000000,64,64,0,-2.265941,-1.621930,140.456919,0.001991,91.010000,50.810000,234.923018,2.000000,0.787569,2936745,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0064,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0064.csv,In-situ Meas Data/Layer Camera/A0064.bmp,129.795037,102.978745,26.816292,0.110416,116.978080,102.602944,105.359520,114.221504,14.375136,-8.861984,23.237120,138.516129,76.050179,62.465950,22.114594,7.015469,12.165525,8,250,250,62500,137.000000,-0.666856,-3.363273,-2.069666
0.094117,-2.067908,65,105.090323,25.137176,20,255,132.000000,65,65,0,0.094117,-2.067908,147.001955,0.002456,91.010000,50.810997,234.962656,2.000000,0.813940,3420494,false,4000000,2000,2000,8,test,In-situ Meas Data/Layer Camera/A{index}.bmp::0065,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0065.csv,In-situ Meas Data/Layer Camera/A0065.bmp,129.603679,102.901124,26.702555,0.104912,116.841120,102.526880,105.310272,114.057728,14.314240,-8.747456,23.061696,138.006912,76.024322,61.982591,21.782373,7.011982,12.083046,8,250,250,62500,137.000000,0.480474,-3.248430,-1.981040
-1.811107,-2.760944,2,109.422834,31.878624,10,255,140.000000,2,1,1,-1.811107,-2.760944,145.087036,0.001939,91.010000,50.810000,235.028177,2.000000,0.805249,3019778,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0001,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0002.csv,In-situ Meas Data/Layer Camera/B0001.bmp,137.547619,106.073138,31.474481,0.112608,121.750144,106.386176,112.630112,115.506208,15.363968,-2.876096,18.240064,142.169227,80.110599,62.058628,87.967972,9.486068,15.264338,8,250,250,62500,144.000000,1.969010,4.855048,2.234373
0.110425,-2.399388,3,110.842249,32.388090,10,255,142.000000,3,2,1,0.110425,-2.399388,147.934996,0.003854,91.010000,50.811000,337.921243,2.000000,0.815874,3572844,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0002,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0003.csv,In-situ Meas Data/Layer Camera/B0002.bmp,139.090577,107.514542,31.576035,0.102080,123.512544,107.558176,114.563424,116.507296,15.954368,-1.943872,17.898240,146.292013,80.508449,65.783565,94.403440,9.909874,16.031220,8,250,250,62500,146.000000,3.757244,4.930423,2.501570
-2.168910,-2.532706,4,110.349847,32.635315,11,255,141.000000,4,3,1,-2.168910,-2.532706,142.701208,0.001899,91.010000,50.810000,234.901664,2.000000,0.800250,3083028,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0003,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0004.csv,In-situ Meas Data/Layer Camera/B0003.bmp,137.531809,107.306516,30.225293,0.107600,121.417568,108.550880,114.201824,115.766624,12.866688,-1.564800,14.431488,144.338966,80.841014,63.497952,95.679321,9.956887,16.155494,8,250,250,62500,145.000000,2.863442,4.563454,2.450646
-1.215392,-0.547020,5,111.195316,34.406437,11,255,141.000000,5,4,1,-1.215392,-0.547020,140.633100,0.003100,91.010000,50.810995,234.891638,2.000000,0.790935,2983098,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0004,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0005.csv,In-situ Meas Data/Layer Camera/B0004.bmp,140.972978,107.368909,33.604069,0.111392,123.295552,108.514208,116.189632,115.620128,14.781344,0.569504,15.662336,151.196019,81.900666,69.295354,99.820256,9.853439,16.000000,8,250,250,62500,145.000000,6.618103,6.324084,2.299383
-1.965121,-2.947774,6,110.515434,32.642288,11,255,141.000000,6,5,1,-1.965121,-2.947774,143.833176,0.003713,91.010000,50.810000,234.882388,2.000000,0.806066,3118681,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0005,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0006.csv,In-situ Meas Data/Layer Camera/B0005.bmp,136.786281,107.824404,28.961877,0.105184,121.120736,109.241632,115.188512,115.173856,11.879104,0.014656,12.723776,142.110087,82.505376,59.604711,98.133936,9.923337,16.155494,8,250,250,62500,145.000000,1.424288,4.548460,2.322722
0.071529,-2.364212,7,110.702892,32.185873,11,255,141.000000,7,6,1,0.071529,-2.364212,146.913714,0.002150,91.010000,50.810000,235.062382,2.000000,0.817918,3613174,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0006,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0007.csv,In-situ Meas Data/Layer Camera/B0006.bmp,136.441610,108.368415,28.073195,0.109440,121.842016,109.156896,114.955680,116.043232,12.685120,-1.087552,14.250304,138.774962,82.854583,55.920379,95.130504,10.145527,16.552945,8,250,250,62500,145.000000,2.005354,4.321395,2.651869
-2.177034,-2.212818,8,108.937014,31.734317,11,255,138.000000,8,7,1,-2.177034,-2.212818,141.704339,0.002460,91.010000,50.810000,234.853713,2.000000,0.795706,3064493,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0007,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0008.csv,In-situ Meas Data/Layer Camera/B0007.bmp,134.722789,106.471217,28.251573,0.102864,119.652000,107.643136,113.010560,114.284576,12.008864,-1.274016,13.525952,137.755504,80.873784,56.881720,101.305256,10.068883,15.811388,8,250,250,62500,143.000000,4.267889,4.951131,2.700781
-1.156758,-0.738172,9,106.728918,30.589220,11,255,136.000000,9,8,1,-1.156758,-0.738172,140.942875,0.003117,91.010000,50.810000,234.908668,2.000000,0.792798,3016377,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0008,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0009.csv,In-situ Meas Data/Layer Camera/B0008.bmp,131.810091,104.365927,27.444163,0.115968,116.103296,106.571072,109.653312,113.021056,9.532224,-3.367744,12.899968,138.669483,78.987199,59.682284,91.236890,9.495245,15.132746,8,250,250,62500,140.000000,1.060784,4.180261,2.176585
-1.987808,-3.063821,10,106.752521,30.542554,11,255,136.000000,10,9,1,-1.987808,-3.063821,144.022902,0.001832,91.010000,50.810000,234.929079,2.000000,0.805304,3141757,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0009,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0010.csv,In-situ Meas Data/Layer Camera/B0009.bmp,132.922902,104.001458,28.921444,0.112736,117.102720,105.593216,109.782496,112.913440,11.509504,-3.130944,14.640448,137.531490,78.480031,59.051459,94.999685,9.649940,15.231546,8,250,250,62500,140.000000,2.212081,4.421030,2.409792
0.122153,-2.371046,11,108.299624,29.976382,10,255,137.000000,11,10,1,0.122153,-2.371046,146.621315,0.001957,91.010000,50.810000,234.899933,2.000000,0.816573,3600370,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0010,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0011.csv,In-situ Meas Data/Layer Camera/B0010.bmp,135.514487,105.227930,30.286557,0.100544,118.728416,107.113984,111.386880,114.455520,11.614432,-3.068640,14.683072,140.039939,80.555556,59.484383,90.916635,9.791916,15.556349,8,250,250,62500,142.000000,3.516125,3.991397,2.545408
-2.151555,-2.056640,12,105.810369,29.980741,11,255,135.000000,12,11,1,-2.151555,-2.056640,141.322873,0.003550,91.010000,50.810000,234.887035,2.000000,0.791932,3046669,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0011,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0012.csv,In-situ Meas Data/Layer Camera/B0011.bmp,131.099143,103.354045,27.745098,0.102656,116.297632,104.505856,107.944704,112.858784,11.791776,-4.914080,16.705856,134.271633,78.014337,56.257296,104.790196,9.759282,15.231546,8,250,250,62500,140.000000,0.656211,3.937173,2.595767
-0.965579,-0.896508,13,106.855194,31.381778,12,255,136.000000,13,12,1,-0.965579,-0.896508,141.737270,0.001746,91.010000,50.810000,234.916000,2.000000,0.794984,3020744,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0012,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0013.csv,In-situ Meas Data/Layer Camera/B0012.bmp,135.255858,103.265893,31.989965,0.107280,118.230368,104.553344,110.059520,112.724192,13.677024,-2.664672,16.341696,144.818342,78.006912,66.811430,92.095441,9.271195,14.560220,8,250,250,62500,140.000000,4.575964,5.354350,2.071985
-2.151467,-3.149865,14,105.663841,29.804903,11,255,135.000000,14,13,1,-2.151467,-3.149865,143.833481,0.001836,91.010000,50.810997,234.927251,2.000000,0.805944,3209660,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0013,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0014.csv,In-situ Meas Data/Layer Camera/B0013.bmp,131.086294,103.112260,27.974034,0.100752,116.511584,103.924640,108.024256,112.411968,12.586944,-4.387712,16.974656,134.396057,77.971326,56.424731,94.375521,9.497271,15.000000,8,250,250,62500,140.000000,0.628874,3.847757,2.236871
-0.022306,-2.210467,15,106.139332,29.740980,11,255,135.000000,15,14,1,-0.022306,-2.210467,146.521318,0.003733,91.010997,50.810000,235.079607,2.000000,0.813509,3531008,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0014,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0015.csv,In-situ Meas Data/Layer Camera/B0014.bmp,131.896070,103.487281,28.408788,0.116720,116.881376,104.525760,108.309216,113.097920,12.355616,-4.788704,17.144320,136.070661,78.053251,58.017409,89.034637,9.586672,15.000000,8,250,250,62500,139.000000,1.444633,3.793109,2.418121
-2.110904,-2.109956,16,105.107169,29.173355,12,255,135.000000,16,15,1,-2.110904,-2.109956,141.524270,0.001945,91.010000,50.810000,234.860005,2.000000,0.787465,2993269,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0015,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0016.csv,In-situ Meas Data/Layer Camera/B0015.bmp,128.814122,103.090704,25.723418,0.109152,115.369920,103.879808,106.806688,112.443040,11.490112,-5.636352,17.126464,132.197645,77.952381,54.245264,89.706826,9.365072,14.764823,8,250,250,62500,139.000000,-1.576909,3.188151,2.143963
-1.152383,-0.827753,17,104.880251,29.776390,12,255,134.000000,17,16,1,-1.152383,-0.827753,141.477264,0.003093,91.010000,50.810000,234.937204,2.000000,0.795314,3053346,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0016,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0017.csv,In-situ Meas Data/Layer Camera/B0016.bmp,129.167171,102.677462,26.489708,0.108544,115.025728,103.786816,107.096480,111.716064,11.238912,-4.619584,15.858496,134.882744,77.866359,57.016385,93.396552,9.301805,14.764823,8,250,250,62500,139.000000,-1.233308,3.852610,2.034647
-2.002843,-3.187421,18,105.415592,29.336496,12,255,135.000000,18,17,1,-2.002843,-3.187421,143.328731,0.003840,91.010000,50.810000,234.911150,2.000000,0.810026,3280613,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0017,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0018.csv,In-situ Meas Data/Layer Camera/B0017.bmp,130.016440,103.157751,26.858689,0.109408,116.146688,103.813888,107.311072,112.649504,12.332800,-5.338432,17.671232,135.121864,77.936764,57.185100,88.147376,9.450442,14.866069,8,250,250,62500,139.000000,-0.438083,3.430793,2.237652
-0.059763,-2.113796,19,105.718440,29.360558,12,255,135.000000,19,18,1,-0.059763,-2.113796,146.325978,0.002206,91.010997,50.810000,234.870248,2.000000,0.813861,3511957,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0018,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0019.csv,In-situ Meas Data/Layer Camera/B0018.bmp,131.072499,103.206031,27.866468,0.111216,116.971904,103.597216,107.720608,112.848512,13.374688,-5.127904,18.502592,135.623835,77.853815,57.770020,93.674401,9.551018,14.866069,8,250,250,62500,139.000000,0.770345,3.482783,2.402700
-2.185806,-1.824914,20,104.746363,29.239495,13,255,134.000000,20,19,1,-2.185806,-1.824914,141.260841,0.002523,91.010000,50.810000,234.926647,2.000000,0.787883,2979100,false,4000000,2000,2000,8,train,In-situ Meas Data/Layer Camera/B{index}.bmp::0019,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0020.csv,In-situ Meas Data/Layer Camera/B0019.bmp,128.748173,102.698181,26.049992,0.102432,114.860320,103.770272,106.917824,111.712768,11.090048,-4.794944,15.884992,133.650282,77.745520,55.904762,91.921038,9.429255,14.866069,8,250,250,62500,139.000000,-1.514613,3.396086,2.216365
