row_id,source_layer_index,split_name,source_file_name,source_group_key,source_member_name,target_file_name,target_group_key,target_member_name,target_type,target_layer_index,join_offset,source_coverage,target_coverage,target_width,target_height,target_bits_per_pixel,target_channels
In-situ Meas Data/Layer Camera/A{index}.bmp::0064,64,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0064.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/A{index}.bmp,In-situ Meas Data/Layer Camera/A0064.bmp,layer_camera,64,0,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/A{index}.bmp::0065,65,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0065.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/A{index}.bmp,In-situ Meas Data/Layer Camera/A0065.bmp,layer_camera,65,0,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0001,2,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0002.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0001.bmp,layer_camera,1,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0002,3,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0003.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0002.bmp,layer_camera,2,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0003,4,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0004.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0003.bmp,layer_camera,3,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0004,5,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0005.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0004.bmp,layer_camera,4,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0005,6,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0006.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0005.bmp,layer_camera,5,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0006,7,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0007.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0006.bmp,layer_camera,6,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0007,8,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0008.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0007.bmp,layer_camera,7,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0008,9,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0009.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0008.bmp,layer_camera,8,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0009,10,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0010.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0009.bmp,layer_camera,9,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0010,11,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0011.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0010.bmp,layer_camera,10,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0011,12,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0012.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0011.bmp,layer_camera,11,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0012,13,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0013.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0012.bmp,layer_camera,12,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0013,14,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0014.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0013.bmp,layer_camera,13,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0014,15,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0015.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0014.bmp,layer_camera,14,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0015,16,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0016.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0015.bmp,layer_camera,15,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0016,17,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0017.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0016.bmp,layer_camera,16,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0017,18,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0018.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0017.bmp,layer_camera,17,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0018,19,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0019.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0018.bmp,layer_camera,18,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0019,20,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0020.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0019.bmp,layer_camera,19,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0020,21,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0021.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0020.bmp,layer_camera,20,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0021,22,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0022.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0021.bmp,layer_camera,21,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0022,23,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0023.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0022.bmp,layer_camera,22,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0023,24,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0024.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0023.bmp,layer_camera,23,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0024,25,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0025.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0024.bmp,layer_camera,24,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0025,26,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0026.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0025.bmp,layer_camera,25,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0026,27,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0027.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0026.bmp,layer_camera,26,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0027,28,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0028.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0027.bmp,layer_camera,27,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0028,29,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0029.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0028.bmp,layer_camera,28,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0029,30,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0030.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0029.bmp,layer_camera,29,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0030,31,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0031.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0030.bmp,layer_camera,30,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0031,32,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0032.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0031.bmp,layer_camera,31,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0032,33,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0033.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0032.bmp,layer_camera,32,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0033,34,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0034.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0033.bmp,layer_camera,33,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0034,35,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0035.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0034.bmp,layer_camera,34,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0035,36,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0036.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0035.bmp,layer_camera,35,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0036,37,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0037.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0036.bmp,layer_camera,36,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0037,38,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0038.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0037.bmp,layer_camera,37,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0038,39,train,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0039.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0038.bmp,layer_camera,38,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0039,40,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0040.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0039.bmp,layer_camera,39,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0040,41,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0041.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0040.bmp,layer_camera,40,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0041,42,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0042.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0041.bmp,layer_camera,41,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0042,43,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0043.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0042.bmp,layer_camera,42,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0043,44,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0044.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0043.bmp,layer_camera,43,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0044,45,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0045.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0044.bmp,layer_camera,44,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0045,46,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0046.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0045.bmp,layer_camera,45,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0046,47,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0047.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0046.bmp,layer_camera,46,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0047,48,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0048.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0047.bmp,layer_camera,47,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0048,49,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0049.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0048.bmp,layer_camera,48,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0049,50,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0050.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0049.bmp,layer_camera,49,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0050,51,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0051.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0050.bmp,layer_camera,50,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0051,52,val,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0052.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0051.bmp,layer_camera,51,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0052,53,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0053.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0052.bmp,layer_camera,52,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0053,54,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0054.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0053.bmp,layer_camera,53,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0054,55,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0055.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0054.bmp,layer_camera,54,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0055,56,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0056.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0055.bmp,layer_camera,55,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0056,57,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0057.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0056.bmp,layer_camera,56,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0057,58,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0058.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0057.bmp,layer_camera,57,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0058,59,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0059.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0058.bmp,layer_camera,58,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0059,60,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0060.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0059.bmp,layer_camera,59,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0060,61,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0061.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0060.bmp,layer_camera,60,1,0.987952,1.000000,2000,2000,8,1
In-situ Meas Data/Layer Camera/B{index}.bmp::0061,62,test,Build Command Data.zip,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer{index}.csv,Build Command Data/XYPT Commands/T500_3D_Scan_Strategies_fused_layer0062.csv,In-situ Meas Data.zip,In-situ Meas Data/Layer Camera/B{index}.bmp,In-situ Meas Data/Layer Camera/B0061.bmp,layer_camera,61,1,0.987952,1.000000,2000,2000,8,1
